ticker,type,data_points,daily_return_fractal_dimension,daily_return_std_dev,daily_return_kurtosis,daily_return_ki_resonance_score,daily_return_fundamental_freq,volatility_fractal_dimension,volatility_std_dev,volatility_kurtosis,volatility_ki_resonance_score,volatility_fundamental_freq,normalized_volume_fractal_dimension,normalized_volume_std_dev,normalized_volume_kurtosis,normalized_volume_ki_resonance_score,normalized_volume_fundamental_freq,zscore_daily_return_fractal_dimension,zscore_daily_return_std_dev,zscore_daily_return_kurtosis,zscore_daily_return_fundamental_freq,zscore_volatility_fractal_dimension,zscore_volatility_std_dev,zscore_volatility_kurtosis,zscore_volatility_fundamental_freq,zscore_normalized_volume_fractal_dimension,zscore_normalized_volume_std_dev,zscore_normalized_volume_kurtosis,zscore_normalized_volume_fundamental_freq
atv.us,Stocks,2555,0.463089,0.145345,1844.510931,0.898770,0.363352,0.521603,2.270270,107.664972,0.000000,0.001174,0.709145,2.769636,416.692448,0.000000,0.006654,0.117244,0.004127,7.215623,0.629553,0.835040,-0.012303,0.097634,-0.241512,2.743535,1.696813,2.153332,-0.243306
atvi.us,Stocks,3201,0.263178,0.022373,14.544291,0.000000,0.353125,0.401598,0.408036,22.165831,0.000000,0.002187,0.462740,0.639770,150.267209,0.000000,0.015933,0.029303,-0.013143,-0.118004,0.555373,0.173395,-0.012311,-0.294351,-0.219291,0.355058,-0.907305,0.186886,-0.053330
au.us,Stocks,4850,0.439156,0.031130,14.401162,0.000000,0.280676,0.315950,0.545661,7.853351,0.650075,0.001237,0.384141,0.563614,25.128145,0.000000,0.005979,0.106716,-0.011913,-0.118578,0.029861,-0.298818,-0.012311,-0.359969,-0.240131,-0.406826,-1.000418,-0.736748,-0.257110
aubn.us,Stocks,2354,0.225031,0.023237,10.605758,0.000000,0.484913,0.357720,0.461178,17.302999,0.000000,0.000850,0.572361,2.144289,197.364806,0.000000,0.009346,0.012522,-0.013021,-0.133788,1.511309,-0.068524,-0.012311,-0.316645,-0.248633,1.417647,0.932221,0.534506,-0.188187
audc.us,Stocks,3201,0.270111,0.031486,9.155321,0.898725,0.208437,0.406507,0.145475,19.663241,0.000000,0.000625,0.416169,0.968004,42.649901,0.790017,0.004061,0.032353,-0.011863,-0.139600,-0.494131,0.200464,-0.012312,-0.305824,-0.253567,-0.096364,-0.505984,-0.607422,-0.296382
aumn.us,Stocks,2115,0.451425,0.157410,687.602995,0.000000,0.044939,0.383108,0.512761,20.329064,0.000000,0.003310,0.476758,1.570693,122.310316,0.000000,0.016076,0.112113,0.005822,2.579292,-1.680087,0.071453,-0.012311,-0.302772,-0.194652,0.490944,0.230904,-0.019460,-0.050400
auo.us,Stocks,3201,0.166726,0.027336,5.823068,0.887489,0.495312,0.390073,0.166354,13.505197,0.000000,0.001250,0.396523,0.698735,44.814821,0.590058,0.002187,-0.013126,-0.012446,-0.152955,1.586744,0.109856,-0.012312,-0.334057,-0.239856,-0.286803,-0.835210,-0.591443,-0.334759
auph.us,Stocks,790,0.312865,0.053507,23.094639,0.000000,0.447402,0.260505,0.232407,17.809297,0.000000,0.010127,0.476946,3.652565,129.720722,0.000000,0.002532,0.051160,-0.008770,-0.083738,1.239219,-0.604516,-0.012312,-0.314324,-0.045070,0.492760,2.776340,0.035235,-0.327699
auto.us,Stocks,3199,0.294021,0.042322,17.378700,0.993880,0.442464,0.340738,0.478368,13.347607,0.000000,0.001876,0.423847,1.499429,68.831998,0.000000,0.002188,0.042871,-0.010341,-0.106645,1.203403,-0.162155,-0.012311,-0.334779,-0.226121,-0.021943,0.143772,-0.414176,-0.334731
auy.us,Stocks,3201,0.159593,0.035221,5.678233,0.000000,0.315000,0.281160,0.214770,6.278048,1.401196,0.001562,0.325323,0.500779,12.414329,0.592939,0.004061,-0.016264,-0.011338,-0.153535,0.278830,-0.490633,-0.012312,-0.367191,-0.233001,-0.976961,-1.077245,-0.830587,-0.296382
ava.us,Stocks,3201,0.436049,0.013545,23.561007,0.000000,0.345000,0.389072,0.230038,18.588870,0.000000,0.000625,0.510392,0.658340,312.895676,0.888003,0.005623,0.105349,-0.014383,-0.081869,0.496438,0.104334,-0.012312,-0.310750,-0.253567,0.816966,-0.884599,1.387223,-0.264402
aval.us,Stocks,792,0.155185,0.018249,7.554790,0.889452,0.335019,0.234943,0.097031,9.727349,0.593742,0.003788,0.454883,1.496437,202.780796,0.854288,0.006313,-0.018204,-0.013722,-0.146015,0.424039,-0.745450,-0.012313,-0.351377,-0.184159,0.278898,0.140114,0.574481,-0.250277
avav.us,Stocks,2723,0.213205,0.027903,33.923264,0.767654,0.340926,0.294954,0.629107,13.829766,0.000000,0.001469,0.394870,1.000998,59.189895,0.000000,0.003672,0.007319,-0.012366,-0.040342,0.466885,-0.414581,-0.012310,-0.332569,-0.235043,-0.302824,-0.465643,-0.485343,-0.304343
avb.us,Stocks,3201,0.044062,1.743848,3143.128666,1.995816,0.485938,0.444805,2.233011,1320.862231,0.000000,0.000625,0.436918,0.553602,143.412340,1.543687,0.002812,-0.067086,0.228620,12.419858,1.518742,0.411620,-0.012303,5.659741,-0.253567,0.104765,-1.012659,0.136291,-0.321967
avd.us,Stocks,3201,0.210026,0.032153,8.016878,1.602774,0.234687,0.366423,0.406571,22.537626,0.000000,0.000937,0.422989,0.849658,98.597110,0.000000,0.004061,0.005921,-0.011769,-0.144163,-0.303725,-0.020536,-0.012311,-0.292646,-0.246712,-0.030258,-0.650681,-0.194484,-0.296382
avdl.us,Stocks,3201,0.245685,0.034867,13.324644,1.839437,0.085625,0.429370,0.485449,40.806605,0.000000,0.000937,0.506459,1.483428,124.283902,0.873876,0.004998,0.021607,-0.011388,-0.122892,-1.384964,0.326518,-0.012311,-0.208889,-0.246712,0.778845,0.124208,-0.004893,-0.277194
aveo.us,Stocks,1933,0.292752,0.049516,47.773040,0.000000,0.121118,0.357592,0.335776,15.398724,0.664146,0.003104,0.519590,2.239842,194.066364,0.000000,0.002069,0.042312,-0.009331,0.015161,-1.127512,-0.069230,-0.012312,-0.325376,-0.199166,0.906123,1.049051,0.510161,-0.337165
avgo.us,Stocks,2083,0.171032,0.021724,6.394792,0.851697,0.143132,0.364394,1.889401,13.541914,0.000000,0.001920,0.447653,0.991716,196.601562,0.000000,0.008641,-0.011232,-0.013234,-0.150663,-0.967834,-0.031726,-0.012305,-0.333889,-0.225139,0.208818,-0.476992,0.528873,-0.202609
avgr.us,Stocks,703,0.307960,0.075307,99.183993,0.806961,0.474359,0.262826,0.568742,8.079329,0.000000,0.004267,0.380106,2.172619,83.273023,1.425849,0.035562,0.049002,-0.005709,0.221191,1.434756,-0.591716,-0.012311,-0.358933,-0.173637,-0.445937,0.966859,-0.307589,0.348560
avh.us,Stocks,1012,0.306074,0.026843,13.876815,0.000000,0.446093,0.310225,0.173821,20.756228,0.000000,0.002964,0.367411,1.048913,66.642285,0.000000,0.005929,0.048173,-0.012515,-0.120679,1.229725,-0.330383,-0.012312,-0.300813,-0.202228,-0.568988,-0.407059,-0.430338,-0.258145
avhi.us,Stocks,3201,0.207411,0.027918,8.741206,1.752923,0.466562,0.374500,1.120351,17.030350,0.703293,0.006873,0.438163,1.113667,80.596798,0.660519,0.031865,0.004771,-0.012364,-0.141260,1.378203,0.023991,-0.012308,-0.317895,-0.116466,0.116834,-0.327886,-0.327342,0.272871
avid.us,Stocks,3200,0.147070,0.031424,20.294869,0.000000,0.341357,0.396152,0.547378,22.643824,0.000000,0.001250,0.596486,1.325776,423.265491,0.691593,0.015625,-0.021773,-0.011872,-0.094959,0.470011,0.143371,-0.012311,-0.292159,-0.239848,1.651503,-0.068548,2.201847,-0.059627
avir.us,Stocks,1258,0.300227,0.037743,19.212241,0.761792,0.452665,0.283644,0.111017,13.737255,0.000000,0.003975,0.499172,2.192453,152.941323,0.000000,0.011129,0.045601,-0.010984,-0.099297,1.277397,-0.476937,-0.012313,-0.332993,-0.180063,0.708204,0.991110,0.206623,-0.151682
avk.us,Stocks,3201,0.355255,0.014177,33.272650,0.000000,0.047813,0.394943,0.125626,45.260218,0.000000,0.000625,0.449242,0.630206,139.156623,0.000000,0.007498,0.069807,-0.014294,-0.042950,-1.659240,0.136704,-0.012313,-0.188471,-0.253567,0.224223,-0.918999,0.104880,-0.226025
avnw.us,Stocks,2718,0.305738,0.037399,11.105222,0.000000,0.194700,0.406393,3.079191,17.081492,0.507199,0.002208,0.421149,1.153411,74.349500,0.737722,0.005519,0.048025,-0.011032,-0.131786,-0.593777,0.199837,-0.012299,-0.317661,-0.218837,-0.048089,-0.279293,-0.373452,-0.266541
avp.us,Stocks,9043,0.346142,0.023301,20.466237,0.000000,0.410529,0.439035,0.354362,15.760894,0.000000,0.000442,0.587208,0.994653,231.820084,2.043014,0.031737,0.065799,-0.013012,-0.094272,0.971756,0.379803,-0.012312,-0.323715,-0.257571,1.561566,-0.473401,0.788816,0.270255
avt.us,Stocks,3201,0.175509,0.021090,7.695974,0.000000,0.051875,0.331180,0.415876,15.756911,0.000000,0.000625,0.346580,0.481853,20.359888,1.060650,0.015933,-0.009263,-0.013323,-0.145449,-1.629773,-0.214850,-0.012311,-0.323734,-0.253567,-0.770909,-1.100385,-0.771942,-0.053330
avx.us,Stocks,3201,0.170405,0.016635,8.546486,0.000000,0.169375,0.364372,0.140604,24.881508,0.554920,0.000937,0.418736,0.654705,70.828596,0.000000,0.015933,-0.011508,-0.013949,-0.142040,-0.777475,-0.031848,-0.012312,-0.281900,-0.246712,-0.071485,-0.889044,-0.399439,-0.053330
avxl.us,Stocks,515,0.218299,0.066612,23.285052,0.000000,0.066148,0.286064,0.375864,27.260182,0.000000,0.005825,0.365139,1.289880,116.570383,0.000000,0.003883,0.009560,-0.006930,-0.082975,-1.526243,-0.463597,-0.012311,-0.270995,-0.139454,-0.591012,-0.112437,-0.061826,-0.300021
avxs.us,Stocks,443,0.160718,0.041596,8.015372,0.805618,0.122172,0.183970,1.671879,4.597405,0.000000,0.009029,0.265466,1.027633,26.057328,0.000000,0.004515,-0.015770,-0.010443,-0.144169,-1.119867,-1.026490,-0.012306,-0.374896,-0.069146,-1.557172,-0.433077,-0.729890,-0.287099
avy.us,Stocks,8365,0.213124,0.018280,11.146308,0.000000,0.194046,0.424936,0.603800,15.179398,0.000000,0.000478,0.481365,0.706340,78.586514,0.641661,0.031799,0.007284,-0.013718,-0.131622,-0.598522,0.302070,-0.012310,-0.326381,-0.256784,0.535600,-0.825912,-0.342179,0.271522
awf.us,Stocks,3201,0.355789,0.013698,58.461671,0.703274,0.177500,0.422004,0.079721,48.985716,0.408323,0.000937,0.344251,0.579034,37.280052,0.000000,0.005936,0.070043,-0.014361,0.057996,-0.718540,0.285906,-0.012313,-0.171391,-0.246712,-0.793490,-0.981565,-0.647056,-0.258006
awi.us,Stocks,2791,0.284388,0.025915,22.517973,0.000000,0.012545,0.285473,0.479353,11.462153,0.000000,0.007882,0.499794,0.889606,207.122174,2.221504,0.006808,0.038633,-0.012645,-0.086049,-1.915058,-0.466853,-0.012311,-0.343424,-0.094312,0.714237,-0.601839,0.606524,-0.240154
awk.us,Stocks,2408,0.310814,0.013701,11.872609,0.000000,0.306606,0.258686,0.391337,8.488600,0.000000,0.002492,0.480928,0.918200,349.828747,0.000000,0.016611,0.050258,-0.014361,-0.128711,0.217941,-0.614541,-0.012311,-0.357056,-0.212602,0.531362,-0.566877,1.659821,-0.039433
awp.us,Stocks,1113,0.155009,0.009991,8.053327,0.000000,0.155576,0.347527,0.039440,54.174457,0.000000,0.001797,0.308339,0.554468,31.955739,0.000000,0.008086,-0.018281,-0.014882,-0.144017,-0.877571,-0.124724,-0.012313,-0.147602,-0.227846,-1.141589,-1.011601,-0.686354,-0.213974
awr.us,Stocks,3201,0.161282,0.018379,7.241097,0.881359,0.308125,0.333277,0.346611,10.091890,0.000000,0.002812,0.425440,0.610055,73.362561,0.715476,0.002812,-0.015521,-0.013704,-0.147272,0.228961,-0.203290,-0.012312,-0.349706,-0.205581,-0.006499,-0.943637,-0.380737,-0.321967
awre.us,Stocks,3193,0.380132,0.032444,55.074904,1.599466,0.371241,0.348260,0.092950,20.216751,0.000000,0.002192,0.513909,1.507313,117.628642,0.000000,0.003758,0.080751,-0.011728,0.044423,0.686777,-0.120682,-0.012313,-0.303287,-0.219171,0.851054,0.153412,-0.054015,-0.302586
awx.us,Stocks,2904,0.148810,0.039143,10.506637,0.000000,0.372029,0.361342,0.153106,17.069471,0.000000,0.000689,0.474325,1.583801,53.887660,0.000000,0.003444,-0.021008,-0.010788,-0.134185,0.692495,-0.048553,-0.012312,-0.317716,-0.252164,0.467355,0.246930,-0.524478,-0.309029
axas.us,Stocks,3201,0.381464,0.047872,14.010781,1.707336,0.436250,0.405948,0.126484,23.664496,0.000000,0.001250,0.474840,1.017679,134.817093,0.000000,0.005936,0.081337,-0.009562,-0.120142,1.158329,0.197379,-0.012313,-0.287480,-0.239856,0.472351,-0.445248,0.072851,-0.258006
axdx.us,Stocks,3120,0.338493,0.058891,118.450324,0.921360,0.317730,0.348893,0.592984,9.954266,0.000000,0.001282,0.587642,2.024143,188.344580,0.000000,0.012821,0.062434,-0.008014,0.298401,0.298633,-0.117190,-0.012310,-0.350337,-0.239145,1.565775,0.785322,0.467929,-0.117045
axe.us,Stocks,3201,0.261955,0.022595,14.296565,0.856162,0.175937,0.365418,0.899965,31.485876,0.000000,0.001250,0.435431,0.677785,79.083736,0.000000,0.015933,0.028765,-0.013112,-0.118997,-0.729873,-0.026081,-0.012309,-0.251622,-0.239856,0.090350,-0.860825,-0.338509,-0.053330
axgn.us,Stocks,6016,0.434953,0.096197,38.310963,0.000000,0.324855,0.356874,0.281216,10.470388,0.819969,0.001164,0.547481,1.688350,85.961029,0.787602,0.005485,0.104867,-0.002775,-0.022759,0.350311,-0.073188,-0.012312,-0.347971,-0.241745,1.176484,0.374759,-0.287749,-0.267225
axl.us,Stocks,3201,0.298042,0.060726,228.009972,0.686478,0.054375,0.320772,0.361941,16.235779,0.000000,0.001562,0.460587,0.766696,104.871198,0.000000,0.003436,0.044640,-0.007756,0.737464,-1.611639,-0.272234,-0.012311,-0.321538,-0.233001,0.334189,-0.752117,-0.148176,-0.309175
axon.us,Stocks,612,0.301439,0.053425,63.671680,1.799909,0.348609,0.338453,0.774612,53.324466,0.000000,0.019608,0.446972,1.925516,189.441303,0.000000,0.006536,0.046134,-0.008782,0.078875,0.522615,-0.174749,-0.012310,-0.151499,0.162977,0.202213,0.664735,0.476024,-0.245715
axp.us,Stocks,11556,0.236496,0.021963,11.440478,0.916921,0.062830,0.385858,0.603416,8.543120,0.632953,0.000519,0.423047,0.542267,34.610365,0.000000,0.003981,0.017565,-0.013200,-0.130443,-1.550310,0.086613,-0.012310,-0.356806,-0.255884,-0.029690,-1.026518,-0.666761,-0.298033
axr.us,Stocks,3059,0.197948,0.035371,9.638170,0.948828,0.153041,0.521131,1.636832,50.150757,0.431767,0.001961,0.445408,1.805097,82.016689,0.715030,0.006538,0.000608,-0.011317,-0.137665,-0.895954,0.832439,-0.012306,-0.166049,-0.224237,0.187059,0.517502,-0.316862,-0.245671
axs.us,Stocks,3201,0.311464,0.016928,26.102535,0.000000,0.300938,0.325217,0.438853,20.797778,0.000000,0.000625,0.397325,0.555501,46.829493,0.000000,0.006560,0.050544,-0.013907,-0.071684,0.176826,-0.247725,-0.012311,-0.300623,-0.253567,-0.279021,-1.010338,-0.576573,-0.245214
axs_d.us,Stocks,1127,0.255165,0.006873,9.602108,0.960961,0.344583,0.306825,0.152450,19.953652,0.000000,0.002662,0.303729,0.777867,27.808774,0.000000,0.004437,0.025778,-0.015320,-0.137810,0.493410,-0.349133,-0.012312,-0.304493,-0.208866,-1.186281,-0.738459,-0.716962,-0.288698
axsm.us,Stocks,499,0.175685,0.051282,12.919518,0.000000,0.100402,0.242188,0.514330,12.807380,0.000000,0.010020,0.344994,1.437466,93.447841,0.840708,0.010020,-0.009186,-0.009083,-0.124515,-1.277780,-0.705507,-0.012311,-0.337256,-0.047408,-0.786284,0.068011,-0.232490,-0.174382
axta.us,Stocks,756,0.285584,0.017572,17.298630,0.000000,0.037086,0.332957,0.406940,58.783139,1.220797,0.052910,0.378681,0.986857,115.066832,0.000000,0.019841,0.039159,-0.013817,-0.106966,-1.737045,-0.205051,-0.012311,-0.126473,0.893724,-0.459749,-0.482933,-0.072923,0.026697
axti.us,Stocks,3201,0.214533,0.037059,9.051548,0.000000,0.415312,0.333203,0.160124,11.655954,0.000000,0.000625,0.668777,1.632456,451.224558,0.746611,0.009684,0.007904,-0.011080,-0.140016,1.006456,-0.203697,-0.012312,-0.342535,-0.253567,2.352236,0.306420,2.408209,-0.181252
axu.us,Stocks,2908,0.182142,0.048087,8.005803,0.000000,0.245270,0.293766,0.149444,9.669659,1.755407,0.002407,0.479603,0.964537,118.725487,0.000000,0.001376,-0.006345,-0.009531,-0.144207,-0.226963,-0.421130,-0.012312,-0.351642,-0.214457,0.518520,-0.510222,-0.045919,-0.351370
ayi.us,Stocks,3201,0.160715,0.022697,10.219128,0.000000,0.460313,0.367684,2.034113,20.962959,0.000000,0.002187,0.419022,0.742834,88.813755,0.419828,0.015933,-0.015771,-0.013097,-0.135337,1.332868,-0.013587,-0.012304,-0.299866,-0.219291,-0.068707,-0.781292,-0.266693,-0.053330
ayr.us,Stocks,2837,0.138477,0.030706,11.631525,0.000000,0.363188,0.331401,0.294004,21.014665,0.000000,0.001057,0.584176,1.040777,713.936769,0.000000,0.006697,-0.025553,-0.011973,-0.129677,0.628363,-0.213632,-0.012312,-0.299629,-0.244073,1.532174,-0.417006,4.347250,-0.242413
azn.us,Stocks,3201,0.186134,0.015826,12.606628,1.840488,0.115625,0.365476,0.190907,26.268803,0.000000,0.000625,0.369748,0.627343,24.404491,0.941990,0.004374,-0.004589,-0.014062,-0.125769,-1.167356,-0.025761,-0.012312,-0.275540,-0.253567,-0.546333,-0.922499,-0.742089,-0.289986
azo.us,Stocks,6706,0.181432,0.019294,10.690434,0.000000,0.352573,0.430922,4.445389,16.089303,0.000000,0.000895,0.493699,0.747891,118.606314,0.000000,0.035789,-0.006657,-0.013575,-0.133449,0.551367,0.335074,-0.012293,-0.322210,-0.247644,0.655156,-0.775109,-0.046799,0.353207
azpn.us,Stocks,3201,0.242472,0.026486,15.881881,0.726711,0.492812,0.375556,0.538743,42.755897,0.597145,0.002812,0.509084,1.171549,253.280620,1.423373,0.019994,0.020194,-0.012565,-0.112644,1.568610,0.029817,-0.012311,-0.199952,-0.205581,0.804291,-0.257116,0.947213,0.029819
azre.us,Stocks,270,0.124517,0.028691,14.265382,0.000000,0.479554,0.204589,0.478430,8.263433,0.000000,0.051852,0.247562,0.839522,23.472657,0.655852,0.066667,-0.031694,-0.012255,-0.119122,1.472438,-0.912808,-0.012311,-0.358089,0.870504,-1.730723,-0.663075,-0.748967,0.985398
azrx.us,Stocks,272,0.133378,0.041179,3.705926,0.597355,0.173432,0.171148,0.182992,5.106103,0.000000,0.011029,0.243227,1.185281,23.759941,0.827052,0.158088,-0.027796,-0.010502,-0.161439,-0.748049,-1.097183,-0.012312,-0.372564,-0.025259,-1.772744,-0.240326,-0.746846,2.857157
azz.us,Stocks,3196,0.180758,0.027910,10.311007,1.757876,0.399374,0.334294,0.600381,14.224446,0.000000,0.000626,0.399031,0.873449,56.445629,0.000000,0.015957,-0.006954,-0.012365,-0.134969,0.890845,-0.197683,-0.012310,-0.330759,-0.253545,-0.262484,-0.621593,-0.505598,-0.052820
b.us,Stocks,3201,0.153070,0.024390,10.989984,0.968552,0.324688,0.413154,0.437252,36.188205,0.000000,0.000937,0.365224,0.640304,38.411804,0.000000,0.015933,-0.019134,-0.012859,-0.132248,0.349099,0.237112,-0.012311,-0.230063,-0.246712,-0.590194,-0.906652,-0.638703,-0.053330
ba.us,Stocks,12074,0.224843,0.020477,8.600975,0.000000,0.320053,0.560946,0.855171,31.673424,0.000000,0.000248,0.391962,0.614028,28.438710,0.000000,0.004555,0.012439,-0.013409,-0.141822,0.315482,1.051958,-0.012309,-0.250762,-0.261824,-0.331011,-0.938779,-0.712313,-0.286268
baa.us,Stocks,3150,0.288403,0.053461,16.069475,0.000000,0.055573,0.357249,2.216007,20.357412,0.634417,0.006667,0.453024,1.273958,81.534759,0.000000,0.016190,0.040399,-0.008777,-0.111892,-1.602947,-0.071121,-0.012303,-0.302642,-0.120991,0.260879,-0.131904,-0.320419,-0.048049
baba.us,Stocks,794,0.180903,0.019669,6.992324,0.000000,0.008827,0.248716,1.348327,10.292920,1.382605,0.020151,0.292105,0.649880,27.851405,0.000000,0.020151,-0.006890,-0.013523,-0.148269,-1.942024,-0.669512,-0.012307,-0.348784,0.174898,-1.298953,-0.894944,-0.716648,0.033041
baby.us,Stocks,3201,0.139230,0.026616,14.268061,0.000000,0.435312,0.480267,0.531328,77.329583,0.541660,0.004374,0.352380,0.840966,39.877898,0.000000,0.015933,-0.025222,-0.012547,-0.119111,1.151528,0.607140,-0.012311,-0.041443,-0.171306,-0.714691,-0.661309,-0.627882,-0.053330
bac-ws-a.us,Stocks,681,0.171551,0.028790,8.302462,2.649792,0.050000,0.266193,0.159007,12.253635,0.000000,0.008811,0.312635,1.047597,32.057985,0.000000,0.005874,-0.011004,-0.012242,-0.143018,-1.643373,-0.573154,-0.012312,-0.339795,-0.073947,-1.099952,-0.408668,-0.685600,-0.259274
bac-ws-b.us,Stocks,680,0.259302,0.068666,12.817509,0.000000,0.004418,0.234473,0.044625,7.094903,0.000000,0.004412,0.330419,1.752376,36.215619,0.000000,0.002941,0.027598,-0.006641,-0.124924,-1.974005,-0.748043,-0.012313,-0.363446,-0.170470,-0.927565,0.453042,-0.654913,-0.319314
bac.us,Stocks,7929,0.229889,0.025973,30.727348,0.000000,0.044904,0.501652,0.450356,34.443579,0.000000,0.000504,0.550058,0.796055,206.237715,0.000000,0.003910,0.014659,-0.012637,-0.053150,-1.680336,0.725042,-0.012311,-0.238061,-0.256207,1.201459,-0.716221,0.599996,-0.299485
bac_a.us,Stocks,391,0.131090,0.004796,7.752372,0.000000,0.048718,0.279070,0.108690,58.023662,0.000000,0.074169,0.208866,0.455720,9.190777,0.000000,0.005115,-0.028803,-0.015611,-0.145223,-1.652673,-0.502160,-0.012313,-0.129955,1.360203,-2.105810,-1.132336,-0.854379,-0.274806
bac_c.us,Stocks,450,0.167624,0.004592,7.896580,1.651122,0.378619,0.251277,0.096420,26.076325,0.000000,0.026667,0.311457,0.816774,75.084910,0.000000,0.006667,-0.012731,-0.015640,-0.144645,0.740298,-0.655392,-0.012313,-0.276423,0.317868,-1.111371,-0.690888,-0.368024,-0.243039
bac_d.us,Stocks,1819,0.242259,0.009421,163.175914,0.000000,0.103410,0.489693,0.199747,190.194860,0.457383,0.001649,0.371458,0.881829,59.915316,1.974163,0.003848,0.020100,-0.014962,0.477640,-1.255956,0.659105,-0.012312,0.476006,-0.231087,-0.529764,-0.611347,-0.479989,-0.300743
bac_e.us,Stocks,1819,0.223665,0.011291,24.766309,0.000000,0.199670,0.386164,0.210485,48.943931,0.938295,0.002749,0.437187,1.321486,87.846833,0.757268,0.011545,0.011921,-0.014699,-0.077039,-0.557728,0.088304,-0.012312,-0.171582,-0.206961,0.107371,-0.073793,-0.273830,-0.143164
bac_i.us,Stocks,1819,0.345274,0.009295,136.743726,0.000000,0.100110,0.481888,0.181765,211.066990,0.731659,0.001649,0.510420,1.090982,382.241140,0.000000,0.006047,0.065417,-0.014979,0.371713,-1.279895,0.616075,-0.012312,0.571698,-0.231087,0.817240,-0.355623,1.899052,-0.255720
bac_l.us,Stocks,1819,0.314966,0.010034,122.274009,0.000000,0.440594,0.528263,11.316217,391.062867,0.000000,0.002199,0.345637,1.079135,21.131590,0.000000,0.008796,0.052084,-0.014876,0.313725,1.189839,0.871764,-0.012263,1.396920,-0.219024,-0.780054,-0.370108,-0.766246,-0.199442
bac_w.us,Stocks,799,0.241495,0.004018,13.021404,0.000000,0.047619,0.271909,0.097620,34.827573,0.000000,0.005006,0.253130,0.538018,20.407607,0.000000,0.008761,0.019765,-0.015720,-0.124107,-1.660644,-0.541641,-0.012313,-0.236301,-0.157425,-1.676751,-1.031714,-0.771589,-0.200161
bac_y.us,Stocks,703,0.145545,0.004597,7.639111,0.805529,0.397436,0.303545,0.108664,65.761989,0.000000,0.004267,0.275160,0.653673,31.894826,0.000000,0.004267,-0.022444,-0.015639,-0.145677,0.876787,-0.367217,-0.012313,-0.094477,-0.173637,-1.463205,-0.890306,-0.686804,-0.292161
baf.us,Stocks,3201,0.269241,0.009107,35.055628,0.000000,0.047813,0.373058,0.081376,39.141171,0.450481,0.000937,0.389304,0.714415,25.722441,0.000000,0.005311,0.031970,-0.015006,-0.035805,-1.659240,0.016042,-0.012313,-0.216525,-0.246712,-0.356779,-0.816039,-0.732361,-0.270798
bah.us,Stocks,1756,0.252233,0.017958,18.498992,0.831926,0.405698,0.294064,0.270266,15.782367,0.000000,0.004556,0.334310,0.894359,40.650419,0.599876,0.007973,0.024488,-0.013763,-0.102156,0.936717,-0.419490,-0.012312,-0.323617,-0.167309,-0.889844,-0.596027,-0.622180,-0.216300
bak.us,Stocks,3201,0.240790,0.030911,9.131573,0.868985,0.201875,0.431273,0.250192,46.933148,0.000000,0.001250,0.372329,0.569102,21.955368,0.000000,0.003749,0.019454,-0.011944,-0.139696,-0.541733,0.337011,-0.012312,-0.180801,-0.239856,-0.521320,-0.993708,-0.760166,-0.302779
bam.us,Stocks,3201,0.210471,0.018559,10.521408,0.000000,0.300312,0.394929,0.271729,20.159212,0.000000,0.000625,0.436045,0.582828,70.551575,0.558587,0.005623,0.006117,-0.013678,-0.134126,0.172293,0.136628,-0.012312,-0.303551,-0.253567,0.096300,-0.976926,-0.401484,-0.264402
banc.us,Stocks,1538,0.224600,0.022570,33.228536,0.000000,0.324658,0.397607,0.260945,74.487938,1.569245,0.016255,0.416191,1.411394,107.142871,0.000000,0.006502,0.012333,-0.013115,-0.043127,0.348888,0.151392,-0.012312,-0.054471,0.089403,-0.096156,0.036135,-0.131409,-0.246411
banc_c.us,Stocks,624,0.272274,0.007535,14.127516,0.000000,0.329053,0.306518,0.182940,30.817041,0.000000,0.003205,0.380706,1.485656,94.615350,0.000000,0.004808,0.033304,-0.015227,-0.119674,0.380765,-0.350822,-0.012312,-0.254688,-0.196947,-0.440115,0.126932,-0.223873,-0.281099
banc_d.us,Stocks,654,0.336256,0.006458,49.941189,0.771318,0.318530,0.374664,0.196126,134.083135,1.548285,0.041284,0.522260,2.197790,284.346295,0.000000,0.006116,0.061450,-0.015378,0.023850,0.304434,0.024896,-0.012312,0.218753,0.638623,0.932004,0.997634,1.176504,-0.254309
banc_e.us,Stocks,445,0.250447,0.008493,30.013066,0.000000,0.313063,0.281208,0.280694,40.147025,0.000000,0.103371,0.366769,1.623829,89.527178,0.000000,0.004494,0.023703,-0.015092,-0.056013,0.264780,-0.490367,-0.012312,-0.211913,2.000979,-0.575211,0.295871,-0.261428,-0.287514
banf.us,Stocks,3201,0.138077,0.020766,17.865644,1.476556,0.250312,0.415432,0.461583,35.939154,0.000000,0.000625,0.266309,0.715502,13.111997,1.666246,0.005936,-0.025729,-0.013368,-0.104694,-0.190387,0.249673,-0.012311,-0.231205,-0.253567,-1.549007,-0.814709,-0.825437,-0.258006
banfp.us,Stocks,886,0.205510,0.027715,33.104768,0.000000,0.464407,0.327210,0.537072,39.672436,0.000000,0.016930,0.376222,2.216146,38.916599,0.471071,0.018059,0.003935,-0.012393,-0.043623,1.362566,-0.236741,-0.012311,-0.214089,0.104217,-0.483586,1.020078,-0.634977,-0.009799
