ticker,type,data_points,daily_return_fractal_dimension,daily_return_std_dev,daily_return_kurtosis,daily_return_ki_resonance_score,daily_return_fundamental_freq,volatility_fractal_dimension,volatility_std_dev,volatility_kurtosis,volatility_ki_resonance_score,volatility_fundamental_freq,normalized_volume_fractal_dimension,normalized_volume_std_dev,normalized_volume_kurtosis,normalized_volume_ki_resonance_score,normalized_volume_fundamental_freq,zscore_daily_return_fractal_dimension,zscore_daily_return_std_dev,zscore_daily_return_kurtosis,zscore_daily_return_fundamental_freq,zscore_volatility_fractal_dimension,zscore_volatility_std_dev,zscore_volatility_kurtosis,zscore_volatility_fundamental_freq,zscore_normalized_volume_fractal_dimension,zscore_normalized_volume_std_dev,zscore_normalized_volume_kurtosis,zscore_normalized_volume_fundamental_freq
kre.us,ETFs,2868,0.139434,0.021136,11.949269,0.000000,0.298221,0.531133,0.615821,274.117724,0.000000,0.001046,0.290816,0.648325,11.994394,0.000000,0.018828,-0.025132,-0.013316,-0.128404,0.157123,0.887585,-0.012310,0.860765,-0.244324,-1.311445,-0.896844,-0.833686,0.005961
kroo.us,ETFs,1725,0.238029,0.016723,8.788083,1.459771,0.471578,0.343358,0.163982,15.255644,0.000000,0.002899,0.473946,1.810539,89.045769,0.000000,0.009855,0.018240,-0.013936,-0.141072,1.414582,-0.147706,-0.012312,-0.326032,-0.203674,0.463685,0.524156,-0.264981,-0.177760
kxi.us,ETFs,2805,0.189564,0.010028,15.126140,0.000000,0.366976,0.570966,0.616132,501.286342,0.000000,0.001070,0.479198,1.594942,82.642601,0.000000,0.005348,-0.003080,-0.014877,-0.115672,0.655841,1.107204,-0.012310,1.902258,-0.243808,0.514598,0.260552,-0.312242,-0.270046
labd.us,ETFs,618,0.159257,0.064697,4.523987,0.865521,0.053485,0.265527,3.278178,8.562211,0.000000,0.006472,0.231128,0.869240,9.724487,0.000000,0.004854,-0.016412,-0.007199,-0.158161,-1.618097,-0.576828,-0.012298,-0.356719,-0.125251,-1.890026,-0.626739,-0.850440,-0.280144
labu.us,ETFs,618,0.158226,0.064377,4.620440,0.864448,0.053485,0.291138,5.139165,11.212069,0.784885,0.027508,0.305098,1.034648,21.021242,0.000000,0.006472,-0.016866,-0.007244,-0.157774,-1.618097,-0.435621,-0.012290,-0.344570,0.336331,-1.173013,-0.424501,-0.767060,-0.247014
lalt.us,ETFs,743,0.262941,0.006567,75.910048,0.000000,0.332884,0.362299,0.214427,54.645652,0.000000,0.005384,0.499575,2.849031,218.898556,0.000000,0.005384,0.029199,-0.015362,0.127920,0.408554,-0.043274,-0.012312,-0.145442,-0.149145,0.712113,1.793886,0.693444,-0.269309
lbj.us,ETFs,1999,0.189964,0.046857,5.423683,0.000000,0.104104,0.383489,6.503805,17.731292,0.000000,0.002501,0.346796,0.908694,25.404400,0.548715,0.005003,-0.002904,-0.009704,-0.154555,-1.250924,0.073553,-0.012284,-0.314682,-0.212392,-0.768818,-0.578500,-0.734709,-0.277111
ldri.us,ETFs,574,0.103471,0.005743,71.900744,0.000000,0.458988,0.289464,0.118073,46.955729,0.000000,0.456446,0.427327,3.741090,154.109482,0.000000,0.008711,-0.040952,-0.015478,0.111853,1.323259,-0.444850,-0.012313,-0.180697,9.748476,0.011792,2.884576,0.215245,-0.201187
ldur.us,ETFs,857,0.146558,0.001738,5.474284,0.000000,0.411215,1.089070,2.960041,831.552492,0.000000,0.018670,0.424783,2.200623,74.330368,0.660053,0.021004,-0.021998,-0.016041,-0.154352,0.976734,3.963755,-0.012300,3.416418,0.142393,-0.012866,1.001099,-0.373593,0.050493
lemb.us,ETFs,1518,0.302349,0.005914,9.379531,0.000000,0.342123,0.278810,0.201342,12.785208,0.000000,0.002635,0.441308,2.588081,92.421452,0.985855,0.004611,0.046534,-0.015454,-0.138702,0.475566,-0.503592,-0.012312,-0.337358,-0.209456,0.147314,1.474831,-0.240066,-0.285120
lglv.us,ETFs,1088,0.192937,0.007393,5.843946,0.000000,0.379025,0.371766,0.385407,38.008264,0.000000,0.002757,0.472102,2.383908,121.933621,0.000000,0.002757,-0.001596,-0.015246,-0.152871,0.743240,0.008922,-0.012311,-0.221719,-0.206772,0.445809,1.225195,-0.022241,-0.323078
lit.us,ETFs,1840,0.146618,0.014614,7.563988,1.846330,0.298532,0.320133,0.287351,13.899684,0.000000,0.001630,0.374924,1.116123,37.245435,0.397587,0.006522,-0.021972,-0.014232,-0.145978,0.159376,-0.275756,-0.012312,-0.332248,-0.231500,-0.496168,-0.324884,-0.647312,-0.246006
llsp.us,ETFs,453,0.171631,0.012312,7.409675,0.623908,0.453540,0.248225,0.146615,21.769935,0.000000,0.037528,0.363706,3.573010,115.390023,0.000000,0.004415,-0.010969,-0.014556,-0.146596,1.283742,-0.672218,-0.012312,-0.296166,0.556188,-0.604905,2.679071,-0.070538,-0.289139
lmbs.us,ETFs,659,0.142090,0.001975,6.517893,0.705341,0.405775,0.505740,0.212369,428.496029,0.000000,0.028832,0.289870,1.915549,38.544537,0.000000,0.003035,-0.023964,-0.016007,-0.150170,0.937276,0.747579,-0.012312,1.568538,0.365372,-1.320618,0.652548,-0.637723,-0.317395
lmlp.us,ETFs,849,0.158889,0.023133,6.136766,1.554867,0.169811,0.249774,0.230006,9.959522,0.000000,0.003534,0.286403,1.036573,16.495594,0.000000,0.003534,-0.016574,-0.013036,-0.151697,-0.774310,-0.663679,-0.012312,-0.350313,-0.189740,-1.354225,-0.422147,-0.800463,-0.307186
lowc.us,ETFs,590,0.217632,0.008966,14.653196,0.000000,0.202037,0.323347,0.240379,64.203342,0.871041,0.008475,0.390297,2.819652,85.308243,0.000000,0.006780,0.009267,-0.015026,-0.117568,-0.540556,-0.258035,-0.012312,-0.101623,-0.081320,-0.347145,1.757965,-0.292567,-0.240725
lqd.us,ETFs,3201,0.134795,0.005124,93.821974,0.000000,0.347813,0.497908,0.438603,149.573167,0.000000,0.000625,0.467095,0.864206,163.378036,0.000000,0.095283,-0.027173,-0.015565,0.199703,0.516839,0.704398,-0.012311,0.289769,-0.253567,0.397278,-0.632894,0.283655,1.571281
lqdh.us,ETFs,771,0.138208,0.002489,4.782300,0.000000,0.375325,0.392808,0.225319,112.502418,0.000000,0.003891,0.387789,2.683338,61.793594,0.000000,0.006485,-0.025671,-0.015935,-0.157125,0.716401,0.124936,-0.012312,0.119812,-0.181896,-0.371465,1.591298,-0.466125,-0.246757
lrgf.us,ETFs,594,0.187193,0.008346,6.788235,0.763284,0.107926,0.217019,0.121835,8.968177,0.000000,0.003367,0.436919,4.662552,129.675758,0.000000,0.008418,-0.004123,-0.015113,-0.149087,-1.223203,-0.844275,-0.012313,-0.354858,-0.193395,0.104774,4.011218,0.034903,-0.207192
ltl.us,ETFs,1816,0.277115,0.032659,10.252178,0.928061,0.482645,0.445035,0.721485,63.315711,0.435199,0.002753,0.519787,2.351354,154.117132,0.000000,0.002753,0.035434,-0.011698,-0.135205,1.494856,0.412888,-0.012310,-0.105692,-0.206861,0.908035,1.185393,0.215301,-0.323161
ltpz.us,ETFs,2057,0.155431,0.007857,4.316086,0.000000,0.372082,0.327352,0.305274,18.041000,0.000000,0.000972,0.687436,2.587928,478.846430,0.000000,0.008264,-0.018095,-0.015181,-0.158994,0.692878,-0.235956,-0.012312,-0.313262,-0.245942,2.533110,1.474643,2.612082,-0.210326
lvl.us,ETFs,2583,0.161782,0.016990,13.151636,0.000000,0.282339,0.698154,0.194278,848.661669,1.639988,0.006969,0.567583,1.909709,241.868907,0.000000,0.003871,-0.015301,-0.013899,-0.123585,0.041922,1.808450,-0.012312,3.494858,-0.114364,1.371339,0.645408,0.862985,-0.300268
math.us,ETFs,1361,0.156632,0.007578,5.755710,0.825791,0.458088,0.494102,0.214945,213.625508,0.000000,0.002204,0.464466,2.229990,80.470537,0.000000,0.016899,-0.017567,-0.015221,-0.153225,1.316734,0.683415,-0.012312,0.583428,-0.218909,0.371794,1.037005,-0.328274,-0.033536
mbb.us,ETFs,2684,0.241567,0.002397,22.313924,0.000000,0.440552,0.560775,0.283973,358.600271,0.000000,0.000745,0.488214,1.349643,166.277175,0.000000,0.015648,0.019796,-0.015948,-0.086867,1.189531,1.051014,-0.012312,1.248089,-0.250926,0.601992,-0.039366,0.305053,-0.059150
mbg.us,ETFs,2147,0.164300,0.003573,54.050230,0.000000,0.483691,1.132797,0.532863,1549.978163,0.000000,0.292967,0.538277,2.731178,132.808050,0.000000,0.400559,-0.014194,-0.015783,0.040317,1.502443,4.204843,-0.012311,6.710161,6.161270,1.087268,1.649791,0.058022,7.821488
mbsd.us,ETFs,723,0.129989,0.002524,9.204277,0.000000,0.380886,0.579151,0.169875,423.196248,0.000000,0.053942,0.425569,1.789867,127.213519,0.000000,0.008299,-0.029287,-0.015930,-0.139404,0.756743,1.152333,-0.012312,1.544240,0.916366,-0.005251,0.498881,0.016730,-0.209624
mchi.us,ETFs,1655,0.148516,0.014756,6.657351,0.845866,0.117291,0.331486,0.259251,19.492677,0.000000,0.001813,0.577455,2.148470,275.724980,0.000000,0.004834,-0.021137,-0.014212,-0.149611,-1.155268,-0.213161,-0.012312,-0.306606,-0.227501,1.467027,0.937333,1.112871,-0.280564
mcro.us,ETFs,1989,0.126775,0.004757,17.236974,0.000000,0.473843,0.589742,0.210032,370.756060,0.668049,0.001508,0.556244,2.508834,147.957886,0.000000,0.006536,-0.030701,-0.015617,-0.107213,1.431013,1.210726,-0.012312,1.303820,-0.234180,1.261422,1.377938,0.169841,-0.245715
mdiv.us,ETFs,1318,0.151570,0.005803,5.774054,0.876801,0.107062,0.603419,0.159540,851.883886,0.000000,0.005311,0.274396,0.570429,14.022709,0.000000,0.002276,-0.019794,-0.015470,-0.153151,-1.229472,1.286129,-0.012312,3.509631,-0.150736,-1.470611,-0.992086,-0.818715,-0.332930
mdy.us,ETFs,3201,0.135941,0.013806,13.592332,0.679533,0.298438,0.489158,1.470842,132.957804,0.000000,0.000625,0.392368,0.574295,49.821839,0.000000,0.002812,-0.026669,-0.014346,-0.121819,0.158692,0.656158,-0.012307,0.213594,-0.253567,-0.327075,-0.987359,-0.554487,-0.321967
mdyg.us,ETFs,2943,0.155661,0.013772,10.755429,0.000000,0.194765,0.686885,1.256231,743.685486,0.000000,0.000680,0.467480,2.062712,82.798541,0.000000,0.007136,-0.017994,-0.014351,-0.133188,-0.593303,1.746319,-0.012307,3.013577,-0.252365,0.401007,0.832479,-0.311091,-0.233438
mdyv.us,ETFs,2777,0.334473,0.013534,11.699850,0.000000,0.300432,0.804767,0.824092,1495.977641,0.000000,0.002881,0.588843,2.930280,226.370301,2.772792,0.030248,0.060665,-0.014384,-0.129403,0.173162,2.396257,-0.012309,6.462587,-0.204063,1.577416,1.893227,0.748592,0.239774
mfd.us,ETFs,3201,0.358400,0.017306,43.614899,0.989118,0.073438,0.494382,0.151202,129.302933,0.000000,0.000625,0.274907,0.626082,11.505308,1.631350,0.002812,0.071191,-0.013854,-0.001503,-1.473367,0.684959,-0.012312,0.196837,-0.253567,-1.465657,-0.924041,-0.837296,-0.321967
mgc.us,ETFs,2489,0.219447,0.012388,14.940013,0.000000,0.298232,0.758432,0.819466,1450.368869,0.000000,0.001205,0.531628,1.321798,254.489969,0.000000,0.008839,0.010066,-0.014545,-0.116418,0.157198,2.140793,-0.012309,6.253486,-0.240829,1.022816,-0.073411,0.956139,-0.198565
mgk.us,ETFs,2490,0.182435,0.011970,12.909149,0.895905,0.256730,0.595964,0.661638,698.757013,0.000000,0.001205,0.468682,1.413208,182.158458,0.000000,0.006024,-0.006216,-0.014604,-0.124557,-0.143840,1.245027,-0.012310,2.807595,-0.240839,0.412658,0.038352,0.422270,-0.256195
mgv.us,ETFs,2490,0.139714,0.013153,12.987809,1.850607,0.194456,0.533256,0.500487,254.073076,0.000000,0.001205,0.439123,1.017284,99.568460,0.849428,0.002811,-0.025009,-0.014438,-0.124242,-0.595550,0.899292,-0.012311,0.768867,-0.240839,0.126133,-0.445731,-0.187315,-0.321975
midu.us,ETFs,2227,0.148771,0.035789,7.278050,0.000000,0.298293,0.475164,0.371473,118.179330,0.808397,0.001347,0.346576,0.730195,34.625143,0.744572,0.003592,-0.021025,-0.011259,-0.147124,0.157643,0.579002,-0.012311,0.145839,-0.237717,-0.770954,-0.796745,-0.666652,-0.305984
midz.us,ETFs,2226,0.154233,0.035833,7.519487,1.440799,0.298427,0.356801,175.561541,51.969233,0.000000,0.003145,0.347196,0.930582,21.648950,0.553862,0.005391,-0.018622,-0.011252,-0.146156,0.158616,-0.073590,-0.011529,-0.157712,-0.198274,-0.764945,-0.551739,-0.762427,-0.269160
minc.us,ETFs,1170,0.087187,0.001913,165.814000,0.000000,0.445680,0.646185,0.421380,546.694653,0.000000,0.457265,0.403313,1.012910,109.516942,0.000000,0.020513,-0.048116,-0.016016,0.488212,1.226730,1.521919,-0.012311,2.110440,9.766446,-0.220985,-0.451079,-0.113886,0.040446
mint.us,ETFs,2010,0.219247,0.000406,15.021041,0.000000,0.491289,0.506435,0.043867,315.816592,0.000000,0.001990,0.465013,1.209719,120.358605,0.000000,0.033333,0.009977,-0.016228,-0.116094,1.557561,0.751411,-0.012313,1.051940,-0.223609,0.377095,-0.210447,-0.033865,0.302933
mln.us,ETFs,2460,0.118761,0.005688,26.279763,0.905793,0.095161,1.161089,0.285614,2001.868691,0.000000,0.001626,0.469439,1.335597,103.086198,0.000000,0.006911,-0.034226,-0.015486,-0.070974,-1.315796,4.360830,-0.012312,8.781929,-0.231597,0.419994,-0.056540,-0.161351,-0.238045
mlpa.us,ETFs,1398,0.151404,0.013727,11.888867,0.000000,0.106657,0.246817,0.113493,8.957580,0.000000,0.002861,0.403770,1.511702,89.610070,0.000000,0.008584,-0.019867,-0.014357,-0.128646,-1.232405,-0.679983,-0.012313,-0.354906,-0.204493,-0.216548,0.158777,-0.260816,-0.203790
mlpc.us,ETFs,967,0.181017,0.016518,8.148063,0.000000,0.051760,0.409108,0.246580,71.479128,0.000000,0.004137,0.390330,2.154559,61.563864,0.000000,0.004137,-0.006840,-0.013965,-0.143637,-1.630608,0.214801,-0.012312,-0.068266,-0.176510,-0.346825,0.944778,-0.467821,-0.294841
mlpg.us,ETFs,1663,0.153688,0.015342,11.449286,0.000000,0.385078,0.602315,0.592344,358.252559,0.000000,0.006013,0.527591,2.435787,157.263384,0.711855,0.003608,-0.018862,-0.014130,-0.130407,0.787149,1.280046,-0.012310,1.246495,-0.135329,0.983680,1.288626,0.238523,-0.305663
mlpi.us,ETFs,1918,0.137912,0.013947,10.311614,0.872049,0.087637,0.302328,0.355142,12.746802,0.752795,0.003650,0.369026,1.088066,56.667256,0.000000,0.004692,-0.025802,-0.014326,-0.134967,-1.370370,-0.373924,-0.012312,-0.337534,-0.187193,-0.553338,-0.359188,-0.503962,-0.283460
mlpx.us,ETFs,1071,0.145740,0.015711,7.647932,0.000000,0.107477,0.272496,0.142821,12.946101,0.000000,0.002801,0.490463,2.596560,151.766168,0.000000,0.002801,-0.022358,-0.014078,-0.145641,-1.226461,-0.538401,-0.012312,-0.336620,-0.205812,0.623788,1.485197,0.197949,-0.322182
mlpy.us,ETFs,1613,0.146952,0.016167,9.425761,0.000000,0.137717,0.341214,0.149741,21.283176,0.000000,0.003720,0.410388,1.545606,44.021542,0.620104,0.008060,-0.021825,-0.014014,-0.138517,-1.007109,-0.159526,-0.012312,-0.298398,-0.185654,-0.152400,0.200231,-0.597298,-0.214522
mmtm.us,ETFs,771,0.191724,0.010044,6.894940,0.000000,0.122078,0.302763,0.466604,34.456544,0.000000,0.003891,0.438264,3.046215,111.664549,0.000000,0.461738,-0.002130,-0.014874,-0.148659,-1.120549,-0.371526,-0.012311,-0.238002,-0.181896,0.117809,2.034976,-0.098035,9.074064
mna.us,ETFs,1989,0.135741,0.005125,11.313992,0.000000,0.442153,0.368811,0.185907,61.857074,0.000000,0.002011,0.421879,1.753223,59.102871,0.000000,0.005028,-0.026757,-0.015565,-0.130950,1.201146,-0.007372,-0.012312,-0.112380,-0.223148,-0.041019,0.454077,-0.485985,-0.276596
moat.us,ETFs,1395,0.144553,0.008487,5.253326,0.821021,0.298422,0.359684,0.146069,32.865983,0.733191,0.017921,0.425244,1.067344,142.707112,0.755184,0.009319,-0.022880,-0.015093,-0.155238,0.158578,-0.057696,-0.012312,-0.245294,0.125966,-0.008399,-0.384524,0.131086,-0.188735
mom.us,ETFs,934,0.308399,0.015223,35.547287,0.728380,0.289389,0.336536,0.473243,35.945366,0.722329,0.003212,0.318834,2.053698,25.614973,0.000000,0.004283,0.049196,-0.014147,-0.033834,0.093059,-0.185318,-0.012311,-0.231176,-0.196796,-1.039863,0.821458,-0.733155,-0.291849
moo.us,ETFs,2566,0.172327,0.017778,15.088194,0.000000,0.359454,0.418457,0.556416,20.822835,0.000000,0.001169,0.396697,0.951444,29.290812,1.481919,0.002728,-0.010663,-0.013788,-0.115824,0.601283,0.266347,-0.012311,-0.300508,-0.241622,-0.285117,-0.526232,-0.706024,-0.323679
morl.us,ETFs,1271,0.142626,0.018814,7.118508,0.950737,0.107087,0.301234,0.152692,21.701568,0.000000,0.007081,0.377033,0.801024,64.564575,0.775775,0.011015,-0.023728,-0.013643,-0.147763,-1.229290,-0.379958,-0.012312,-0.296479,-0.111898,-0.475720,-0.710145,-0.445673,-0.154012
mort.us,ETFs,1568,0.184294,0.009518,6.836097,0.000000,0.108488,0.397046,0.144592,98.567369,0.000000,0.001276,0.489360,1.367415,208.359675,0.000000,0.005102,-0.005398,-0.014948,-0.148895,-1.219128,0.148301,-0.012312,0.055925,-0.239288,0.613097,-0.017637,0.615658,-0.275073
mrgr.us,ETFs,651,0.114229,0.004780,34.287600,0.000000,0.380000,0.285533,0.241917,62.412402,0.000000,0.322581,0.286697,2.651775,39.414446,0.823885,0.047619,-0.036220,-0.015613,-0.038882,0.750314,-0.466524,-0.012312,-0.109834,6.811081,-1.351374,1.552708,-0.631303,0.595418
mtum.us,ETFs,1149,0.143226,0.008226,5.331355,0.000000,0.171603,0.417973,0.628851,178.611175,0.805666,0.002611,0.409420,1.545300,100.963728,0.000000,0.006092,-0.023464,-0.015129,-0.154925,-0.761316,0.263683,-0.012310,0.422899,-0.209984,-0.161789,0.199857,-0.177016,-0.254799
mub.us,ETFs,2563,0.148761,0.003493,17.721925,0.000000,0.418813,0.485114,0.476511,103.672098,1.540250,0.003512,0.360832,0.675616,23.155177,0.000000,0.003902,-0.021030,-0.015794,-0.105270,1.031851,0.633862,-0.012311,0.079328,-0.190224,-0.632767,-0.863477,-0.751310,-0.299649
muni.us,ETFs,2000,0.145639,0.001881,9.242383,0.000000,0.490745,0.439321,0.152818,146.601908,0.802379,0.006000,0.430544,1.303241,77.834103,0.000000,0.017000,-0.022403,-0.016021,-0.139252,1.553616,0.381382,-0.012312,0.276147,-0.135619,0.042975,-0.096101,-0.347733,-0.031475
mvv.us,ETFs,2869,0.195124,0.028050,11.494649,0.000000,0.298466,0.384379,0.676297,27.789505,0.000000,0.001394,0.631727,2.337629,280.131899,0.000000,0.095504,-0.000634,-0.012345,-0.130226,0.158898,0.078461,-0.012310,-0.268568,-0.236683,1.993106,1.168611,1.145398,1.575804
mxi.us,ETFs,2805,0.193942,0.018010,11.979065,1.684007,0.073466,0.395056,0.637403,25.692150,0.000000,0.001070,0.621096,1.763795,290.609754,0.000000,0.037077,-0.001154,-0.013755,-0.128284,-1.473157,0.137330,-0.012310,-0.278184,-0.243808,1.890054,0.467004,1.222734,0.379573
myy.us,ETFs,2869,0.197071,0.013855,10.180346,0.000000,0.298466,0.424788,0.844722,33.026419,0.425081,0.002788,0.531124,1.571620,169.096451,0.791436,0.008365,0.000222,-0.014339,-0.135493,0.158898,0.301253,-0.012309,-0.244559,-0.206090,1.017931,0.232038,0.325862,-0.208261
mzz.us,ETFs,2825,0.138304,0.028082,10.661660,0.000000,0.298513,0.422980,27.344657,44.183901,1.126088,0.003186,0.540551,1.350054,231.703337,0.747436,0.009912,-0.025629,-0.012341,-0.133564,0.159238,0.291285,-0.012191,-0.193405,-0.197370,1.109309,-0.038864,0.787954,-0.176604
nash.us,ETFs,693,0.135718,0.013992,5.772601,0.774230,0.429191,0.252649,0.261295,16.347359,0.000000,0.012987,0.348757,2.330812,41.602963,0.000000,0.005772,-0.026767,-0.014320,-0.153157,1.107124,-0.647830,-0.012312,-0.321027,0.017696,-0.749804,1.160277,-0.615150,-0.261356
near.us,ETFs,1039,0.196355,0.000414,4.951463,0.879308,0.211946,0.182580,0.017621,4.660442,0.000000,0.004812,0.389335,1.779812,74.660210,0.676997,0.047161,-0.000093,-0.016227,-0.156448,-0.468682,-1.034150,-0.012313,-0.374607,-0.161680,-0.356470,0.486587,-0.371159,0.586034
nfo.us,ETFs,2792,0.244598,0.014259,11.272168,0.742580,0.340380,0.606910,0.440258,622.008525,0.548637,0.001074,0.560838,2.230207,180.613065,0.000000,0.006447,0.021129,-0.014282,-0.131117,0.462925,1.305381,-0.012311,2.455729,-0.243699,1.305954,1.037271,0.410864,-0.247537
nfra.us,ETFs,1006,0.200920,0.007618,6.315091,0.967190,0.155224,0.286663,0.174631,13.112410,0.000000,0.002982,0.451513,1.838513,208.319403,0.000000,0.019881,0.001915,-0.015215,-0.150983,-0.880122,-0.460296,-0.012312,-0.335858,-0.201840,0.246239,0.558359,0.615361,0.027505
nge.us,ETFs,1159,0.200951,0.017380,14.341149,0.000000,0.373921,0.282113,0.465488,13.489723,0.374827,0.010354,0.330456,1.131906,24.037880,0.000000,0.005177,0.001929,-0.013844,-0.118818,0.706216,-0.485378,-0.012311,-0.334128,-0.040085,-0.927205,-0.305587,-0.744795,-0.273541
nib.us,ETFs,2332,0.150257,0.018426,4.942211,0.000000,0.482196,0.379396,0.395562,34.785632,0.000000,0.005575,0.419930,1.427763,50.615558,0.000000,0.005575,-0.020371,-0.013697,-0.156485,1.491606,0.050990,-0.012311,-0.236493,-0.144953,-0.059905,0.056149,-0.548629,-0.265398
nlr.us,ETFs,2521,0.134387,0.016582,11.726792,0.804445,0.073413,0.538352,1.060751,171.676823,0.673490,0.005157,0.442621,1.244316,70.033130,0.000000,0.008330,-0.027353,-0.013956,-0.129295,-1.473547,0.927386,-0.012308,0.391107,-0.154124,0.160040,-0.168146,-0.405311,-0.208983
nobl.us,ETFs,1027,0.149300,0.007164,5.158813,0.000000,0.376218,0.462697,0.379873,471.831361,0.000000,0.027264,0.352861,0.806367,53.406432,0.636953,0.005842,-0.020792,-0.015279,-0.155617,0.722883,0.510264,-0.012311,1.767216,0.330972,-0.710029,-0.703612,-0.528030,-0.259918
norw.us,ETFs,1760,0.222143,0.016208,7.044811,0.000000,0.467311,0.420563,0.095695,138.833814,0.000000,0.001136,0.472593,2.330332,90.999193,0.000000,0.009659,0.011251,-0.014009,-0.148058,1.383632,0.277960,-0.012313,0.240533,-0.242341,0.450569,1.159690,-0.250563,-0.181772
nugt.us,ETFs,1741,0.151358,0.071517,4.617236,0.000000,0.372414,0.278206,306.701621,8.602679,0.000000,0.004595,0.326314,0.786890,15.599697,0.453757,0.003446,-0.019887,-0.006241,-0.157787,0.695286,-0.506922,-0.010944,-0.356533,-0.166448,-0.967358,-0.727426,-0.807076,-0.308973
nyf.us,ETFs,2528,0.175238,0.005037,25.306794,0.000000,0.392956,0.491360,0.302445,89.990967,0.000000,0.001582,0.456702,1.130759,73.186169,0.000000,0.008307,-0.009382,-0.015577,-0.074873,0.844292,0.668298,-0.012312,0.016605,-0.232557,0.296537,-0.306988,-0.382038,-0.209456
oef.us,ETFs,3201,0.235706,0.011467,16.574621,0.763000,0.298438,0.527767,0.513882,151.964751,0.000000,0.000625,0.338286,0.860511,23.187903,0.000000,0.005311,0.017218,-0.014674,-0.109868,0.158692,0.869027,-0.012311,0.300734,-0.253567,-0.851311,-0.637412,-0.751068,-0.270798
oih.us,ETFs,3201,0.187605,0.022674,10.468882,2.668011,0.305312,0.322660,0.548593,11.613764,0.000000,0.001250,0.334838,0.431097,12.817417,0.626804,0.005311,-0.003942,-0.013100,-0.134336,0.208561,-0.261823,-0.012311,-0.342729,-0.239856,-0.884728,-1.162443,-0.827612,-0.270798
oil.us,ETFs,2831,0.224475,0.022971,5.992882,0.897869,0.446643,0.355874,0.588684,13.229234,0.000000,0.002473,0.328014,0.906374,19.812467,0.669053,0.001766,0.012278,-0.013059,-0.152274,1.233716,-0.078700,-0.012310,-0.335322,-0.213020,-0.950881,-0.581337,-0.775982,-0.343372
olem.us,ETFs,1113,0.138652,0.023132,5.859143,0.000000,0.381295,0.384949,0.388697,55.071723,0.965410,0.017071,0.523623,4.181219,184.399601,0.926209,0.075472,-0.025476,-0.013036,-0.152810,0.759707,0.081601,-0.012311,-0.143488,0.107310,0.945221,3.422708,0.438812,1.165671
olo.us,ETFs,2220,0.402221,0.023679,33.378926,0.000000,0.440288,0.362640,0.201768,16.624590,0.824755,0.001351,0.382708,1.680664,40.500231,1.197152,0.003604,0.090468,-0.012959,-0.042524,1.187622,-0.041396,-0.012312,-0.319756,-0.237624,-0.420716,0.365362,-0.623289,-0.305752
oneq.us,ETFs,3201,0.212120,0.012412,9.192619,0.000000,0.298438,0.572654,1.578357,409.377355,0.000000,0.000625,0.573045,1.509948,227.512568,0.000000,0.002187,0.006842,-0.014542,-0.139451,0.158692,1.116509,-0.012306,1.480885,-0.253567,1.424282,0.156633,0.757023,-0.334759
ounz.us,ETFs,879,0.167144,0.008799,5.348747,0.780029,0.259681,0.206471,0.055052,9.340017,0.000000,0.002275,0.436702,1.641981,142.896947,1.289325,0.005688,-0.012943,-0.015049,-0.154855,-0.122431,-0.902429,-0.012313,-0.353153,-0.217350,0.102663,0.318066,0.132487,-0.263070
paf.us,ETFs,2479,0.256482,0.017724,11.848057,1.561026,0.302663,0.509762,0.493798,169.769442,1.682104,0.002017,0.445459,2.017246,53.970037,0.000000,0.007261,0.026357,-0.013796,-0.128809,0.189345,0.769755,-0.012311,0.382363,-0.223019,0.187549,0.776889,-0.523870,-0.230871
pagg.us,ETFs,2265,0.225192,0.016562,13.677348,1.783070,0.073322,0.507871,0.327813,229.838900,0.000000,0.001766,0.483020,1.537092,84.102580,0.000000,0.006623,0.012593,-0.013959,-0.121478,-1.474208,0.759328,-0.012312,0.657761,-0.228525,0.551638,0.189821,-0.301466,-0.243943
pak.us,ETFs,583,0.133134,0.011275,6.015886,0.000000,0.128866,0.310977,0.101572,36.942716,0.776757,0.008576,0.328286,1.860711,33.912789,0.999071,0.008576,-0.027904,-0.014701,-0.152182,-1.071311,-0.326237,-0.012313,-0.226604,-0.079087,-0.948238,0.585499,-0.671910,-0.203941
pall.us,ETFs,1975,0.171362,0.017913,4.377921,0.918536,0.162614,0.311245,0.585549,13.252274,0.000000,0.002025,0.285830,0.783175,15.190527,0.483470,0.009114,-0.011087,-0.013769,-0.158746,-0.826517,-0.324764,-0.012310,-0.335217,-0.222835,-1.359783,-0.731968,-0.810096,-0.192934
pbd.us,ETFs,2624,0.226555,0.019257,12.274320,1.640686,0.073580,0.491972,0.350313,53.183521,0.611467,0.005335,0.457644,1.390050,90.009089,0.000000,0.003049,0.013192,-0.013580,-0.127101,-1.472334,0.671672,-0.012312,-0.152145,-0.150203,0.305669,0.010038,-0.257871,-0.317111
pbe.us,ETFs,3119,0.150390,0.016002,6.410973,0.000000,0.187620,0.616581,0.594107,362.750669,0.000000,0.002244,0.340918,0.911346,35.111238,0.000000,0.007374,-0.020313,-0.014037,-0.150599,-0.645131,1.358698,-0.012310,1.267118,-0.218030,-0.825791,-0.575258,-0.663064,-0.228554
