ticker,type,data_points,daily_return_fractal_dimension,daily_return_std_dev,daily_return_kurtosis,daily_return_ki_resonance_score,daily_return_fundamental_freq,volatility_fractal_dimension,volatility_std_dev,volatility_kurtosis,volatility_ki_resonance_score,volatility_fundamental_freq,normalized_volume_fractal_dimension,normalized_volume_std_dev,normalized_volume_kurtosis,normalized_volume_ki_resonance_score,normalized_volume_fundamental_freq
xvz.us,ETFs,1426,0.3125829733727272,0.01050452486410972,20.191202738097225,0.0,0.22666666666666666,0.37386641784334496,0.4070894476312575,46.553708703568525,0.6743200402873825,0.004207573632538569,0.5500737277507792,2.471588071375317,237.04505286250517,0.838729982563249,0.21248246844319774
yang.us,ETFs,1614,0.16122437291786926,0.04388459434233165,5.797228510282913,0.8640696389715522,0.148171109733416,0.38450458774993207,5.81323805271536,25.448332348321358,0.0,0.004956629491945477,0.39499286454902655,1.1320687500660858,50.49612806640671,0.0,0.0024783147459727386
yao.us,ETFs,1995,0.15561473920439622,0.014596676176059073,5.362859159536186,1.6645185684779358,0.4709127382146439,0.38763123443424097,0.19202124973442566,72.19896918354027,0.0,0.0010025062656641604,0.42324644217515184,1.5110871674465134,76.70474272543947,0.0,0.005012531328320802
ycl.us,ETFs,2080,0.1607086289459825,0.01384660636867397,5.642640386663681,0.0,0.2905242905242905,0.44994869142540334,0.9530733966246765,91.0008249107815,1.420339927308277,0.0028846153846153848,0.40934807115629995,1.5133773295942794,43.87979269232563,0.5361862758413825,0.004807692307692308
ycs.us,ETFs,2256,0.15039841548971,0.013011077676062266,6.294292962395955,0.8196683068035692,0.15964523281596452,0.3971251836796338,0.5144791509968525,50.48822755450445,0.0,0.003989361702127659,0.4490215070888955,1.1906866579590503,70.11763472608521,0.0,0.003989361702127659
ydiv.us,ETFs,1025,0.1471066910349146,0.010121846245213537,4.22197537113823,0.0,0.2705078125,0.3624836999965047,0.18575897533500502,53.044389058838846,0.5087156483348377,0.00975609756097561,0.3828574480613356,1.7185856519637186,59.2639290244562,0.0,0.004878048780487805
yinn.us,ETFs,1614,0.14763486093669936,0.04357364332175927,5.320200945220258,0.0,0.148171109733416,0.3266204800556116,0.6296014161779797,14.470265487922743,0.0,0.0012391573729863693,0.3295573639611427,0.6698465598313751,20.63564630516764,0.0,0.0030978934324659233
ylco.us,ETFs,603,0.217053742866128,0.012211436241738632,7.909733691752843,2.4851989040801246,0.2973421926910299,0.29883894989759685,0.08009943006324644,22.320927081705122,0.0,0.04145936981757877,0.41957192914948316,2.6060175463839306,111.3781260936501,0.0,0.008291873963515755
ymli.us,ETFs,1193,0.1415766156624367,0.01538112749725849,11.024503068010535,0.8111534443137194,0.21140939597315436,0.43633307313040925,0.19400379959553674,177.79344770434722,0.0,0.003352891869237217,0.3185338264269192,1.2430443824737105,27.186960779253912,0.9250074138776365,0.005029337803855826
ymlp.us,ETFs,1425,0.14818839666018557,0.014572023020063397,11.534973699421434,0.0,0.07865168539325842,0.3191501257342425,0.5051496755375795,24.767785346167987,0.0,0.003508771929824561,0.29955938395179144,0.7597546577145208,20.134883403605134,0.0,0.007719298245614035
yxi.us,ETFs,1832,0.14925870089930546,0.015985837039847756,4.851689706430483,2.137275993166968,0.14909885308574547,0.435553443767459,0.39601287438096655,54.17716515570869,0.0,0.001091703056768559,0.5653099120776854,2.5192425484925653,211.27905514407306,0.0,0.006550218340611353
yyy.us,ETFs,1299,0.18896921519181029,0.007759150353696456,11.399711145041858,0.7749058278103836,0.10708782742681049,0.5901709437331832,0.27526252066522,465.845822613434,0.0,0.001539645881447267,0.41298997913687596,1.5700368996024459,97.69847136768887,0.0,0.007698229407236335
ziv.us,ETFs,1674,0.14458718418301844,0.019341327191080164,6.262353297958085,2.6725861428151565,0.18768679019725043,0.34210148046725625,0.538577562529723,13.391959864035378,0.9083821385678857,0.0017921146953405018,0.38269910418223463,1.1268085859858383,37.077284581685994,1.065391117531572,0.0047789725209080045
zmlp.us,ETFs,946,0.17185593755375078,0.01625310460501402,8.269002343111335,1.5775062869927838,0.21164021164021166,0.2545189773639617,0.2769899876815128,12.844900140478456,0.0,0.0031712473572938693,0.27358724800438944,1.087834243197882,21.783157930567185,0.0,0.029598308668076112
zroz.us,ETFs,1997,0.17164811089381213,0.01502633298864487,5.098720608814458,0.870384801441414,0.4899799599198396,0.3047369728478264,0.7952283199369898,11.5948355687133,0.0,0.00100150225338007,0.44834506553648346,2.0628400413030343,82.07047213859566,0.0,0.00400600901352028
zsl.us,ETFs,2251,0.22552341790747166,0.038432916439061646,7.7413536266921446,0.0,0.14933333333333335,0.4332950905319934,31.9630106664148,490.6999501090043,0.9215015997109983,0.010661928031985783,0.374525113781234,1.2356524211371203,32.84379286220228,0.0,0.002221235006663705
a.us,Stocks,4521,0.35813359356116004,0.028651378293076298,27.933234389205023,0.0,0.13185840707964602,0.6996059323931608,1.129258258220013,207.17136832710128,1.1582913004363227,0.0011059500110595002,0.378078884469576,0.5578409674386745,38.2767751262118,0.6359017398716685,0.0053085600530856005
aa.us,Stocks,12074,0.13932015410622844,0.02215244193303263,11.181103910991899,0.9127563191457675,0.4851321129793755,0.4078389205796102,0.9008512662072888,10.286228389524705,0.0,0.0004969355640218651,0.4658703274081873,0.6503132530656738,57.41969341100576,0.0,0.015901938048699684
aaap.us,Stocks,505,0.1366059338725934,0.027320823342094867,6.966529851763679,0.0,0.05357142857142857,0.21145052398613198,1.1764679691630626,7.454670894834311,0.0,0.06534653465346535,0.38106414346222406,2.262641949969612,93.14019166330758,0.0,0.0039603960396039604
aaba.us,Stocks,5434,0.39957283996566156,0.035759599727500244,14.081248593408311,0.0,0.3364623596539665,0.4990837388500076,1.2497828420260784,38.80703585802354,0.0,0.0005520794994479205,0.44993798333107676,0.8006094571597171,85.54391299813209,0.6849097030892785,0.01582627898417372
aac.us,Stocks,785,0.28394380546514825,0.046408565368553825,31.443598553294496,0.0,0.06887755102040816,0.3574389849255564,1.066470553575433,78.73408015103114,0.0,0.006369426751592356,0.4096950511414778,1.4067009592054078,141.86676241393238,0.6526613172067965,0.01910828025477707
aal.us,Stocks,989,0.13767641896622723,0.022611009817276994,5.034309640822203,0.0,0.12651821862348178,0.25211515809165036,0.564354994957551,10.909818321966048,0.0,0.016177957532861477,0.34637735118412455,0.5137863546371351,86.88726703169263,1.4973140945897936,0.010111223458038422
aamc.us,Stocks,1211,0.3330056552613669,0.07577530338172733,74.94294522787425,1.7945903285658626,0.05537190082644628,0.3385008675275632,23.878859580279332,18.258173849211683,0.0,0.004128819157720892,0.3050469893429696,1.236164536518789,21.359070881040555,0.951007454813242,0.002477291494632535
aame.us,Stocks,2926,0.19955238613537854,0.049037469307545,20.276565363775777,0.7228825712915153,0.37777777777777777,0.3476986003363207,0.11674272624243108,15.88722160064094,0.0,0.0010252904989747095,0.5695847083573908,1.811092295387394,179.66217579186642,0.0,0.0075187969924812035
aan.us,Stocks,3201,0.2095987379568136,0.023393241321696383,16.995799261117185,0.0,0.34875,0.34640714629698033,0.40881258049414015,29.278779773078956,0.0,0.0006248047485160887,0.44014372538979846,0.7424728169014027,99.82086838614094,1.5950842485914745,0.031865042174320526
