--- 🔬 STARTING SIMULATION & DATA DUMP ---
Frame, P1_m, P1_l, P2_m, P2_l, P3_m, P3_l
357, 10.44119, 2.44958, -5.37975, 5.20650, -7.20901, -5.58256
358, 10.88596, -0.22657, -3.77594, 6.42055, -8.49104, -3.44160
359, 10.59314, -2.93340, -1.89146, 7.19154, -9.18629, -1.02712
360, 9.57379, -5.47974, 0.14805, 7.45896, -9.23889, 1.49784
361, 7.88958, -7.68223, 2.20358, 7.19665, -8.63687, 3.95955
362, 5.64945, -9.37896, 4.13331, 6.41528, -7.41864, 6.18902
363, 3.00184, -10.44151, 5.80265, 5.16207, -5.65748, 8.02509
364, 0.12521, -10.78359, 7.09194, 3.51830, -3.46963, 9.33488
365, -2.79291, -10.30754, 7.90733, 1.59422, -1.00390, 10.02014
366, -5.53188, -9.09158, 8.18685, -0.47818, 1.56995, 10.02472
367, -7.90034, -7.20745, 7.90482, -2.55497, 4.07117, 9.33896
368, -9.73029, -4.77433, 7.07386, -4.49053, 6.32270, 8.00101
369, -10.88853, -1.95262, 5.74577, -6.14534, 8.16136, 6.09508
370, -11.28817, 1.06815, 4.00725, -7.39834, 9.45477, 3.74489
371, -10.89371, 4.08090, 1.97423, -8.15507, 10.10591, 1.12142
372, -9.71360, 6.88889, -0.21489, -8.35394, 10.05447, -1.60918
373, -7.83477, 9.27304, -2.40786, -7.97744, 9.29323, -4.25822
374, -5.38129, 11.06654, -4.45262, -7.03614, 7.86407, -6.64070
375, -2.52047, 12.13518, -6.20412, -5.58690, 5.85735, -8.58648
376, 0.55021, 12.39324, -7.53707, -3.72182, 3.40416, -9.95515
377, 3.61515, 11.80978, -8.35243, -1.56489, 0.66933, -10.64358
378, 6.45699, 10.41202, -8.58689, 0.73827, -2.19868, -10.55970
379, 8.87092, 8.28402, -8.21733, 3.03037, -4.95485, -9.72998
380, 10.68057, 5.56100, -7.26285, 5.15174, -7.40864, -8.20353
381, 11.69502, 2.37978, -5.78308, 6.95139, -9.38474, -6.07838
382, 11.87702, -0.99664, -3.87444, 8.29939, -10.73864, -3.49535
383, 11.20132, -4.33925, -1.66685, 9.09537, -11.36684, -0.63033
384, 9.70162, -7.41903, 0.68891, 9.27632, -11.21568, 2.32009
385, 7.47119, -10.02046, 3.02783, 8.82074, -10.28383, 5.15036
386, 4.65550, -11.95998, 5.18509, 7.75103, -7.21830, 6.94069
387, 1.44443, -13.09641, 7.00579, 6.13252, -3.67870, 8.09051
388, -1.94234, -13.34222, 8.35649, 4.07002, 0.12050, 8.50254
389, -5.26659, -12.67195, 9.14146, 1.70422, 3.94522, 8.13416
390, -8.29302, -11.12373, 9.29100, -0.80798, 7.55667, 6.99981
391, -10.80232, -8.79709, 8.78512, -3.29393, 10.72672, 5.17191
392, -12.60867, -5.84609, 7.64872, -5.58185, 13.12569, 2.74734
393, -13.57165, -2.47102, 5.95287, -7.50868, 14.72100, -0.05610
394, -13.60842, 1.09701, 3.80763, -8.93679, 15.41098, -3.03385
395, -12.69878, 4.60957, 1.35680, -9.76008, 15.15323, -5.96285
396, -10.88620, 7.82075, -1.25111, -9.91888, 13.96800, -8.61870
397, -8.28308, 10.49812, -3.79033, -9.39031, 11.93784, -10.79040
398, -5.05674, 12.45014, -6.10864, -8.20226, 9.20246, -12.29649
399, -1.42047, 13.53137, -8.03968, -6.43033, 5.94912, -12.99875
400, 2.38135, 13.65597, -9.44260, -4.19040, 2.40095, -12.81223
401, 6.08773, 12.80423, -10.20982, -1.63448, -1.19979, -11.71289
402, 9.44140, 11.02489, -10.27811, 1.06312, -4.60169, -9.73744
403, 12.20516, 8.43267, -9.63128, 3.71523, -7.57470, -6.99355
404, 14.17893, 5.20039, -8.30952, 6.15404, -9.91603, -3.64082
405, 15.21441, 1.55010, -6.39081, 8.18523, -11.46610, 0.11338
406, 15.22740, -2.26494, -3.99465, 9.66427, -12.12208, 4.02993
407, 14.20303, -5.97563, -1.28152, 10.48039, -11.84083, 7.85321
408, 12.19796, -9.31728, 1.56485, 10.56805, -10.65150, 11.32255
409, 9.33793, -12.04666, 4.34727, 9.91164, -8.64701, 14.19975
410, 5.80937, -13.96074, 6.87155, 8.54743, -5.97855, 16.28069
411, 1.84800, -14.91041, 8.95754, 6.56197, -2.84663, 17.41053
412, -2.27774, -14.81244, 10.45819, 4.08203, 0.51342, 17.49555
413, -6.28394, -13.65620, 11.24135, 1.31090, 3.84715, 16.51043
414, -9.89201, -11.50553, 11.26004, -1.58976, 6.89955, 14.50136
415, -12.84718, -8.49530, 10.50224, -4.41702, 9.43324, 11.58378
416, -14.93729, -4.82260, 9.00913, -6.97116, 11.24547, 7.93562
417, -16.00771, -0.73443, 6.87444, -9.06759, 12.18312, 3.78492
418, -15.97296, 3.48922, 4.23722, -10.55239, 12.15325, -0.60030
419, -14.82368, 7.55430, 1.27392, -11.31156, 11.13561, -4.93679
420, -12.62814, 11.17314, -1.81784, -11.27764, 9.17962, -8.94165
421, -9.52904, 14.08466, -4.81811, -10.44261, 6.40452, -12.35125
422, -5.73366, 16.07345, -7.51952, -8.85443, 2.99148, -14.94048
423, -1.50080, 16.98497, -9.73037, -6.61346, -0.82807, -16.53829
424, 2.87719, 16.73754, -11.29084, -3.86682, -4.78762, -17.04006
425, 7.09371, 15.32911, -12.08404, -0.80001, -8.60435, -16.41545
426, 10.84999, 12.83854, -12.04545, 2.37707, -11.99869, -14.71100
427, 13.87557, 9.42136, -11.16706, 5.44327, -14.71403, -12.04776
428, 15.94774, 5.29984, -9.48457, 8.17583, -16.53563, -8.61326
429, 16.90793, 0.74909, -7.12244, 10.38042, -17.30621, -4.64937
430, 16.67388, -3.92226, -4.23664, 11.89532, -16.93844, -0.43556
431, 15.24620, -8.39230, -1.02262, 12.60353, -15.42213, 3.72991
432, 12.70935, -12.34891, 2.29918, 12.44285, -12.82663, 7.55105
433, 9.22716, -15.51100, 5.49708, 11.41093, -9.29721, 10.75418
434, 5.03225, -17.64885, 8.34588, 9.56625, -5.04781, 13.10888
435, 0.41079, -18.60078, 10.64136, 7.02502, -0.34576, 14.44352
436, -4.31693, -18.28538, 12.21445, 3.94977, 4.50540, 14.65813
437, -8.81840, -16.70840, 12.94346, 0.55269, 9.18585, 13.73236
438, -12.77215, -13.96338, 12.76851, -2.93553, 13.38131, 11.72771
439, -15.89032, -10.22654, 11.69018, -6.27304, 16.80520, 8.78387
440, -17.93957, -5.74531, 9.77190, -9.22551, 19.21825, 5.11030
441, -18.75810, -0.82224, 7.13739, -11.58159, 20.44627, 0.97175
442, -18.26794, 4.20537, 3.96186, -13.16885, 20.39275, -3.32995
443, -16.48190, 8.98864, 0.46118, -13.86571, 19.04670, -7.47640
444, -13.50377, 13.19126, -3.12300, -13.61048, 16.48455, -11.15576
445, -9.52283, 16.51314, -6.53913, -12.40832, 12.86605, -14.08452
446, -4.80127, 18.71215, -9.54477, -10.33008, 8.42430, -16.02850
447, 0.34268, 19.62146, -11.92246, -7.50877, 3.45079, -16.81993
448, 5.55637, 19.16229, -13.49580, -4.13064, -1.72428, -16.37084
449, 10.47691, 17.35074, -14.14229, -0.42370, -6.75384, -14.68042
450, 14.75619, 14.29780, -13.80249, 3.35823, -11.29844, -11.83690
451, 18.08578, 10.20280, -12.48482, 6.95272, -15.04906, -8.01277
452, 20.21867, 5.34087, -10.26589, 10.10510, -17.74921, -3.45385
453, 20.98782, 0.04452, -7.28970, 12.59020, -19.21340, 1.53687
454, 20.31878, -5.31894, -3.75309, 14.22643, -19.34021, 6.61861
455, 18.23637, -10.37236, 0.10466, 14.88864, -18.12059, 11.43725
456, 14.86418, -14.75558, 4.01817, 14.51796, -15.63931, 15.64913
457, 10.41754, -18.15048, 7.71431, 13.12714, -12.07001, 18.94569
458, 5.18974, -20.30396, 10.93109, 10.80038, -7.66374, 21.07574
459, -0.46733, -21.04666, 13.43649, 7.68816, -2.73241, 21.86374
460, -6.16692, -20.30601, 15.04371, 3.99814, 2.37284, 21.22362
461, -11.51400, -18.11265, 15.62715, -0.01791, 7.28537, 19.16620
462, -16.13247, -14.59976, 15.13094, -4.08291, 11.64939, 15.80019
463, -19.69203, -9.99514, 13.57379, -7.91217, 15.14455, 11.32625
464, -21.93158, -4.60668, 11.04849, -11.23404, 17.50938, 6.02445
465, -22.67859, 1.19836, 7.71701, -13.80858, 18.56019, 0.23668
466, -21.86221, 7.01771, 3.79991, -15.44482, 18.20547, -5.65674
467, -19.51974, 12.44238, -0.43825, -16.01496, 16.45328, -11.26214
468, -15.79543, 17.08481, -4.70650, -15.46409, 13.41193, -16.19995
469, -10.93194, 20.60653, -8.70781, -13.81542, 9.28368, -20.13101
470, -5.25456, 22.74261, -12.15946, -11.16939, 4.35204, -22.78030
471, 0.85024, 23.32118, -14.81336, -7.69765, -1.03756, -23.95710
472, 6.96109, 22.27687, -16.47338, -3.63235, -6.50107, -23.56914
473, 12.65076, 19.65697, -17.01034, 0.74981, -11.64257, -21.63023
474, 17.51577, 15.61979, -16.37137, 5.14541, -16.08201, -18.26065
475, 21.20519, 10.42507, -14.58508, 9.24622, -19.48244, -13.68017
476, 23.44567, 4.41749, -11.76067, 12.75982, -21.57457, -8.19387
477, 24.06182, -1.99637, -8.08155, 15.43100, -22.17686, -2.17213
478, 22.98970, -8.37544, -3.79311, 17.05994, -21.20979, 3.97444
479, 20.28289, -14.27458, 0.81337, 17.51687, -18.70325, 9.82293
480, 16.11029, -19.27562, 5.42023, 16.75218, -14.79626, 14.96758
481, 10.74586, -23.01698, 9.70571, 14.80117, -9.72922, 19.04808
482, 4.55098, -25.21967, 13.36592, 11.78271, -3.82857, 21.77538
483, -2.04983, -25.70807, 16.13678, 7.89199, 2.51454, 22.95252
484, -8.59761, -24.42364, 17.81253, 3.38834, 8.87037, 22.48942
485, -14.63082, -21.43064, 18.26154, -1.42236, 14.80022, 20.41046
486, -19.71746, -16.91341, 17.43614, -6.20823, 19.88670, 16.85404
487, -23.48595, -11.16519, 15.37723, -10.63442, 23.76329, 12.06409
488, -25.65190, -4.56917, 12.21260, -14.38627, 26.14060, 6.37429
489, -26.03935, 2.42710, 8.14914, -17.19188, 26.82788, 0.18553
490, -24.59458, 9.34189, 3.45968, -18.84138, 25.74774, -6.06146
491, -21.39169, 15.69268, -1.53550, -19.20279, 22.94333, -11.91660
492, -16.62919, 21.02968, -6.49016, -18.23224, 18.57722, -16.95233
493, -10.61789, 24.96785, -11.05622, -15.97830, 12.92188, -20.79384
494, -3.76075, 27.21461, -14.90783, -12.57996, 6.34239, -23.14641
495, 3.47408, 27.59156, -17.76485, -8.25804, -0.72741, -23.81723
496, 10.58498, 26.04858, -19.41275, -3.30112, -7.81416, -22.73054
497, 17.07168, 22.66899, -19.71884, 1.95402, -14.43718, -19.93463
498, 22.47014, 17.66566, -18.64248, 7.14468, -20.14161, -15.60025
499, 26.38567, 11.36778, -16.23936, 11.90794, -24.53043, -10.01037
500, 28.52149, 4.19955, -12.65903, 15.90537, -27.29261, -3.54194
501, 28.70100, -3.34835, -8.13563, 18.84762, -28.22584, 3.35932
502, 26.88177, -10.75198, -2.97273, 20.51490, -27.25194, 10.20911
503, 23.16054, -17.49056, 2.47710, 20.77356, -24.42378, 16.51831
504, 17.76843, -23.08285, 7.83583, 19.58648, -19.92326, 21.82714
505, 11.05662, -27.12142, 12.72668, 17.01713, -14.05014, 25.73808
506, 3.47375, -29.30214, 16.80002, 13.22647, -7.20258, 27.94482
507, -4.46433, -29.44697, 19.75848, 8.46296, 0.14941, 28.25520
508, -12.20943, -27.51817, 21.37839, 3.04671, 7.49599, 26.60662
509, -19.21902, -23.62281, 21.52664, -2.65235, 14.32261, 23.07251
510, -24.99411, -18.00742, 20.17117, -8.23920, 20.14586, 17.85942
511, -29.11488, -11.04251, 17.38469, -13.32149, 24.54783, 11.29469
512, -31.27102, -3.19850, 13.34111, -17.53662, 27.20601, 3.80566
513, -31.28498, 4.98596, 8.30464, -20.57788, 27.91721, -4.10875
514, -29.12631, 12.94064, 2.61298, -22.21629, 26.61320, -11.91148
515, -24.91577, 20.10337, -3.34572, -22.31807, 23.36723, -19.06440
516, -18.91908, 25.95942, -9.15891, -20.85512, 18.39061, -25.06556
517, -11.53028, 30.07834, -14.41847, -17.90851, 12.01965, -29.48481
518, -3.24609, 32.14519, -18.74893, -13.66444, 4.69365, -31.99470
519, 5.36750, 31.98438, -21.83465, -8.40240, -3.07473, -32.39486
520, 13.71373, 29.57384, -23.44240, -2.47719, -10.73457, -30.62772
521, 21.20643, 25.04885, -23.43892, 3.70504, -17.73499, -26.78461
522, 27.31114, 18.69479, -21.80173, 9.71434, -23.56389, -21.10147
523, 31.58313, 10.92930, -18.62216, 15.12697, -27.78476, -13.94453
524, 33.69983, 2.27498, -14.10072, 19.55486, -30.06838, -5.78662
525, 33.48501, -6.67575, -8.53440, 22.67362, -30.21767, 2.82429
526, 30.92315, -15.30098, -2.29750, 24.24583, -28.18351, 11.30204
527, 26.16273, -22.99259, 4.18378, 24.13909, -24.07042, 19.06270
528, 19.50812, -29.19884, 10.46002, 22.33672, -18.13160, 25.56509
529, 11.40036, -33.46387, 16.09002, 18.94052, -10.75329, 30.34909
530, 2.38833, -35.46091, 20.67160, 14.16539, -2.42983, 33.06861
531, -6.90834, -35.01704, 23.87029, 8.32584, 6.26958, 33.51722
532, -15.84158, -32.12743, 25.44368, 1.81546, 14.73950, 31.64426
533, -23.77986, -26.95811, 25.25970, -4.91964, 22.38028, 27.56027
534, -30.15265, -19.83680, 23.30734, -11.41106, 28.64012, 21.53138
535, -34.49121, -11.23226, 19.69913, -17.20095, 33.05452, 13.96253
536, -36.46286, -1.72354, 14.66499, -21.87383, 35.28018, 5.37097
537, -35.89613, 8.03890, 8.53773, -25.08653, 35.12090, -3.64860
538, -32.79508, 17.37771, 1.73132, -26.59305, 32.54356, -12.46464
539, -27.34144, 25.63559, -5.28709, -26.26328, 27.68306, -20.45262
540, -19.88442, 32.22152, -12.02902, -24.09368, 20.83538, -27.03886
541, -10.91857, 36.65304, -18.01860, -20.20936, 12.43944, -31.74145
542, -1.05126, 38.59144, -22.82597, -14.85716, 3.04873, -34.20527
543, 9.03833, 37.86748, -26.09811, -8.39006, -6.70570, -34.22861
544, 18.64570, 34.49561, -27.58457, -1.24401, -16.15794, -31.77934
545, 27.09001, 28.67547, -27.15639, 6.09132, -24.65311, -26.99950
546, 33.76211, 20.78054, -24.81692, 13.10611, -31.59314, -20.19763
547, 38.16822, 11.33445, -20.70337, 19.30573, -36.47922, -11.82942
548, 39.96611, 0.97644, -15.07911, 24.24555, -38.94790, -2.46767
549, 38.99122, -9.58176, -8.31701, 27.56276, -38.79832, 7.23631
550, 35.27079, -19.60467, -0.87488, 29.00287, -36.00843, 16.59743
551, 29.02460, -28.38418, 6.73542, 28.43904, -30.73896, 24.94447
552, 20.65239, -35.28950, 13.98300, 25.88276, -23.32472, 31.66753
553, 10.70846, -39.81231, 20.35486, 21.48496, -14.25363, 36.26175
554, -0.13493, -41.60405, 25.39205, 15.52746, -4.13474, 38.36443
555, -11.13287, -40.50252, 28.72253, 8.40502, 6.34260, 37.78256
556, -21.51894, -36.54582, 30.08851, 0.59940, 16.45573, 34.50902
557, -30.55845, -29.97247, 29.36604, -7.35321, 25.49870, 28.72581
558, -37.60033, -21.20747, 26.57562, -14.89882, 32.83168, 20.79423
559, -42.12382, -10.83521, 21.88280, -21.50427, 37.92653, 11.23224
560, -43.77678, 0.43929, 15.58866, -26.69474, 40.40511, 0.68058
561, -42.40267, 11.83800, 8.11062, -30.08778, 40.06762, -10.14028
562, -38.05431, 22.56334, -0.04503, -31.42138, 36.90891, -20.47929
563, -30.99310, 31.85375, -8.31742, -30.57397, 31.12129, -29.60698
564, -21.67374, 39.03754, -16.12948, -27.57491, 23.08369, -36.86677
565, -10.71512, 43.58113, -22.92812, -22.60449, 13.33747, -41.72196
566, 1.14062, 45.12839, -28.22325, -15.98349, 2.55067, -43.79507
567, 13.07823, 43.52807, -31.62300, -8.15267, -8.52717, -42.89654
568, 24.26540, 38.84728, -32.86250, 0.35645, -19.11654, -39.04082
569, 33.91060, 31.36988, -31.82419, 8.95738, -28.46219, -32.44833
570, 41.31912, 21.57963, -28.54818, 17.04910, -35.88647, -23.53315
571, 45.94292, 10.12925, -23.23163, 24.05778, -40.83801, -12.87693
572, 47.42104, -2.20298, -16.21718, 29.47742, -42.93210, -1.19077
573, 45.60743, -14.56587, -7.97107, 32.90616, -41.98004, 10.73249
574, 40.58419, -26.09386, 0.94775, 34.07589, -38.00513, 22.07239
575, 32.65898, -35.96744, 9.92543, 32.87288, -31.24400, 32.03764
576, 22.34666, -43.47115, 18.33536, 29.34795, -22.13306, 39.92168
577, 10.33614, -48.04509, 25.58180, 23.71517, -11.28066, 45.15314
578, -2.55539, -49.32640, 31.14202, 16.33921, 0.57313, 47.33745
579, -15.43780, -47.17739, 34.60387, 7.71195, 12.60655, 46.28682
580, -27.40937, -41.69841, 35.69617, -1.58018, 23.97270, 42.03613
581, -37.61963, -33.22421, 34.30964, -10.89590, 33.85853, 34.84345
582, -45.32965, -22.30384, 30.50684, -19.58317, 41.54246, 25.17507
583, -49.96527, -9.66532, 24.52020, -27.02471, 46.44631, 13.67569
584, -51.15959, 3.83281, 16.73808, -32.68168, 48.17799, 1.12575
585, -48.78157, 17.25960, 7.67991, -36.13247, 46.56176, -11.61121
586, -42.94842, 29.67586, -2.03843, -37.10391, 41.65379, -23.64786
587, -34.02097, 40.19971, -11.74627, -35.49246, 33.74167, -34.13478
588, -22.58173, 48.06905, -20.76438, -31.37385, 23.32778, -42.32034
589, -9.39728, 52.69658, -28.45226, -25.00033, 11.09728, -47.60457
590, 4.63282, 53.71331, -34.25361, -16.78553, -2.12700, -49.58319
591, 18.53715, 50.99749, -37.73633, -7.27780, -15.44013, -48.07846
592, 31.33943, 44.68655, -38.62458, 2.87633, -27.91711, -43.15467
593, 42.12675, 35.17120, -36.82022, 12.97583, -38.67714, -35.11691
594, 50.11443, 23.07159, -32.41217, 22.31361, -46.94588, -24.49284
595, 54.70270, 9.19723, -25.67282, 30.22582, -52.11106, -11.99877
596, 55.52135, -5.50701, -17.04154, 36.13893, -53.76756, 1.50799
597, 52.45885, -20.02505, -7.09627, 39.61109, -51.74871, 15.08739
598, 45.67387, -33.33973, 3.48498, 40.36497, -46.14137, 27.78138
599, 35.58794, -44.50386, 13.97018, 38.30941, -37.28343, 38.68092
