PS C:\Users\keatw\OneDrive\Documents\Doclab\Big_Datasets\target\paper\Pirouette_Volume_6\doclab\experiments\Machine_Learning\fractal_mirror_learning> python wendigo_feather.py
================================================================================
WENDIGO GEODESIC SAC: Multi-Objective + Reverse Pareto + Geodesic Navigation
================================================================================

Warming up replay buffer with 10000 random steps...
Warmup complete. Starting training.

Ep 170: Score=500 | MeanDR=0.0980 | CohGain= 40.05 | Critical=263 | GeoMap=2638 | Explore=0.427 | Top15Avg=388.1 (best=500)
Ep 171: Score=500 | MeanDR=0.1186 | CohGain= 30.85 | Critical=321 | GeoMap=2640 | Explore=0.424 | Top15Avg=400.7 (best=500)
Ep 172: Score=500 | MeanDR=0.1035 | CohGain= 22.74 | Critical=325 | GeoMap=2640 | Explore=0.422 | Top15Avg=413.0 (best=500)
Ep 173: Score= 70 | MeanDR=0.2085 | CohGain=  2.72 | Critical=42 | GeoMap=2646 | Explore=0.420 | Top15Avg=413.0 (best=500)
Ep 174: Score=500 | MeanDR=0.1235 | CohGain= 42.54 | Critical=285 | GeoMap=2647 | Explore=0.418 | Top15Avg=424.7 (best=500)
Ep 175: Score=492 | MeanDR=0.1509 | CohGain= 18.26 | Critical=307 | GeoMap=2657 | Explore=0.416 | Top15Avg=435.5 (best=500)
Ep 176: Score=354 | MeanDR=0.1546 | CohGain= 19.11 | Critical=209 | GeoMap=2666 | Explore=0.414 | Top15Avg=436.9 (best=500)
Ep 177: Score=360 | MeanDR=0.1563 | CohGain= 26.16 | Critical=202 | GeoMap=2670 | Explore=0.412 | Top15Avg=438.7 (best=500)
Ep 178: Score=318 | MeanDR=0.1600 | CohGain= 22.61 | Critical=181 | GeoMap=2678 | Explore=0.410 | Top15Avg=438.7 (best=500)
Ep 179: Score=396 | MeanDR=0.1380 | CohGain= 28.60 | Critical=214 | GeoMap=2680 | Explore=0.408 | Top15Avg=442.8 (best=500)
Ep 180: Score=184 | MeanDR=0.1839 | CohGain=  6.61 | Critical=122 | GeoMap=2683 | Explore=0.406 | Top15Avg=442.8 (best=500)
Ep 181: Score=226 | MeanDR=0.1968 | CohGain= 11.59 | Critical=144 | GeoMap=2685 | Explore=0.404 | Top15Avg=442.8 (best=500)
Ep 182: Score=500 | MeanDR=0.1199 | CohGain= 36.98 | Critical=280 | GeoMap=2685 | Explore=0.402 | Top15Avg=452.5 (best=500)
Ep 183: Score=389 | MeanDR=0.1645 | CohGain= 23.30 | Critical=237 | GeoMap=2688 | Explore=0.400 | Top15Avg=454.5 (best=500)
Ep 184: Score=500 | MeanDR=0.1419 | CohGain= 35.06 | Critical=288 | GeoMap=2688 | Explore=0.398 | Top15Avg=463.5 (best=500)
Ep 185: Score=405 | MeanDR=0.1969 | CohGain= 24.29 | Critical=260 | GeoMap=2702 | Explore=0.396 | Top15Avg=465.1 (best=500)
Ep 186: Score=500 | MeanDR=0.1138 | CohGain= 44.38 | Critical=276 | GeoMap=2702 | Explore=0.394 | Top15Avg=472.5 (best=500)
Ep 187: Score=500 | MeanDR=0.0883 | CohGain= 34.40 | Critical=280 | GeoMap=2702 | Explore=0.392 | Top15Avg=479.4 (best=500)
Ep 188: Score=500 | MeanDR=0.1161 | CohGain= 38.88 | Critical=293 | GeoMap=2703 | Explore=0.390 | Top15Avg=486.3 (best=500)
Ep 189: Score=500 | MeanDR=0.1038 | CohGain= 30.99 | Critical=307 | GeoMap=2703 | Explore=0.388 | Top15Avg=492.6 (best=500)
Ep 190: Score=500 | MeanDR=0.1053 | CohGain= 31.94 | Critical=308 | GeoMap=2703 | Explore=0.386 | Top15Avg=497.7 (best=500)

********************************************************************************
*** MASTERY ACHIEVED at Episode 190 ***
Top-15 Average: 497.67
Geodesic Map Size: 2703 states
********************************************************************************


================================================================================
TRAINING COMPLETE
================================================================================

Final Statistics:
  Total Episodes: 190
  Geodesic Map Size: 2703 states
  Final Exploration Rate: 0.386
  Best Score: 500
