mjd,residual_us,pulsar
53715.74106814617,-2.3146652714208984,B1855+09
55170.748891346215,1.2956051599605556,B1855+09
55170.7488913422,3.750179958158563,B1855+09
55170.74889140205,3.7706347481435465,B1855+09
55170.7488914016,2.9217609637667357,B1855+09
55170.74889140283,1.2649229749830804,B1855+09
53603.03632065447,6.19452735857251,B1855+09
53603.03632065039,1.5717448240495235,B1855+09
53603.03632071034,8.935469215325078,B1855+09
53603.03632070976,-2.6828514909096857,B1855+09
53603.03632071098,-6.3647136865474625,B1855+09
53453.50312623514,-1.0055587128536971,B1855+09
53453.503126231175,5.744521978858746,B1855+09
53453.50312629094,-0.7601012331550628,B1855+09
53453.50312629055,4.558144160315346,B1855+09
53453.50312629188,12.208235610922783,B1855+09
54043.83682333173,1.8172023039889689,B1855+09
54043.836823327714,2.512665163253117,B1855+09
54043.83682338758,2.7990322229501188,B1855+09
54043.83682338713,0.8353723850278193,B1855+09
54043.836823388396,1.244468184594965,B1855+09
54043.84730836308,1.899021463902404,B1855+09
54043.847308359065,1.9808406238158331,B1855+09
54043.8473084189,-0.22827669384676016,B1855+09
54043.8473084185,2.1444789436426923,B1855+09
54043.84730841973,-0.5555533335004778,B1855+09
53477.396275675455,2.5944843227440924,B1855+09
53477.396275671395,0.999010704692011,B1855+09
53477.396275731226,-0.71919165321023,B1855+09
53477.39627573079,1.3262873442924379,B1855+09
53477.39627573203,1.3262873442924379,B1855+09
53477.406723501736,1.326287344292442,B1855+09
53477.406723497705,2.226298103193619,B1855+09
53477.40672355754,1.7762927237430302,B1855+09
53477.406723557084,1.2853777643423885,B1855+09
53477.40672355833,1.2853777643423885,B1855+09
56498.14206008178,-2.7135336781315895,B1855+09
56498.142060091915,-5.955617891988536,B1855+09
56498.142060128564,2.8706239898996175,B1855+09
56498.142060103215,-4.784581164901405,B1855+09
56498.142060078295,-3.025469225521611,B1855+09
56498.1420601156,-5.188563267258974,B1855+09
56498.142060091195,-3.700477295283625,B1855+09
56498.142060105136,-6.451646549313652,B1855+09
57028.6869360824,-0.5555533339771503,B1855+09
57028.686936118116,4.230867525065285,B1855+09
57028.686936092054,6.010434254709268,B1855+09
57028.68693612825,1.8478844905420218,B1855+09
57028.686936102684,-2.6623967035556584,B1855+09
57028.68693613955,1.9910680205133764,B1855+09
57028.68693611457,0.027408180906223267,B1855+09
57028.68693608987,2.1137967604888237,B1855+09
57028.686936127466,-1.0566956888768926,B1855+09
57028.6869361033,0.5490053258018733,B1855+09
57028.68693614144,-1.0669230838748465,B1855+09
57028.68693611778,0.19104650087348604,B1855+09
57028.6869360944,1.7047009605706667,B1855+09
57028.686936133265,-0.20782190404671697,B1855+09
57746.699857222964,6.992264175956034,B1855+09
57746.69985719651,1.3262873459201145,B1855+09
57746.699857206666,0.8353723859170024,B1855+09
57746.69985724321,1.0808298659185585,B1855+09
57746.699857217944,-0.9032847640940199,B1855+09
57746.69985719303,2.7376678559290624,B1855+09
57746.69985723044,8.321825525964464,B1855+09
57746.6998572059,-0.207821904089611,B1855+09
57746.699857243766,-1.4146545140972617,B1855+09
57746.69985721998,7.89227493596174,B1855+09
57746.69985719616,-4.053322424113989,B1855+09
57746.699857234875,0.9581011259177805,B1855+09
57746.69985721178,7.503633925959276,B1855+09
57768.640604336826,1.5308352459310663,B1855+09
57768.640604310414,-0.9032847640997169,B1855+09
57768.64060434638,-1.0873778741020452,B1855+09
57768.64060432057,-0.514643754094802,B1855+09
57768.64060435712,-2.130572164115238,B1855+09
57768.64060433187,0.5285505359183909,B1855+09
57768.640604307,6.787716275997548,B1855+09
57768.64060434422,-2.5601227541206706,B1855+09
57768.6406043198,-2.232846114116531,B1855+09
57768.6406043577,0.5080957459181322,B1855+09
57768.640604333785,-0.126002744089887,B1855+09
57768.6406043101,-1.3123805641048905,B1855+09
57768.64060434881,1.305832555928221,B1855+09
57768.64060432565,3.5354046659564173,B1855+09
56341.55897053671,-2.83114872046269,B1855+09
56341.55897051035,-0.15668492902599895,B1855+09
56341.55897049554,-0.9441943437129022,B1855+09
56341.55897053369,-2.0538667007717204,B1855+09
56341.55897051004,1.2546955804128666,B1855+09
56341.55897048661,-2.8158076279687894,B1855+09
56341.55897052548,-2.887399392940326,B1855+09
56341.55897050247,-11.053974297193472,B1855+09
57850.4298379121,-1.782840734152757,B1855+09
57850.42983788574,0.9581011259463492,B1855+09
57850.42983792172,1.4694708759648392,B1855+09
57850.42983789591,1.5512900359677975,B1855+09
57850.429837932425,-0.5146437541069018,B1855+09
57850.429837907184,0.8558271759426512,B1855+09
57850.42983788221,0.4467313759278593,B1855+09
57850.42983791954,-1.414654514139444,B1855+09
57850.42983789514,1.5717448259685372,B1855+09
57850.42983793301,0.5694601159322968,B1855+09
57850.42983790908,-0.555553334108381,B1855+09
57850.42983788541,-1.0055587141246523,B1855+09
57850.429837924064,-1.4555640941409234,B1855+09
57850.429837900876,-2.2533009041697674,B1855+09
56977.82089010914,-3.674908808299363,B1855+09
56977.82089008276,-1.6703393887297044,B1855+09
56977.820890056646,-4.380599063147866,B1855+09
56977.82089009293,-1.711248968720922,B1855+09
56977.82089006743,-0.6782820739426797,B1855+09
56977.82089010426,0.7842354107433466,B1855+09
56977.82089007927,-1.8237503136967703,B1855+09
56977.82089005454,-3.0919472934245134,B1855+09
56977.82089009222,-0.02372879408319939,B1855+09
56977.82089006802,-1.6907941787253133,B1855+09
56977.82089010619,-2.140799558628706,B1855+09
56977.82089008249,-3.460133513345471,B1855+09
56977.82089005909,-3.3169499833762095,B1855+09
56977.82089009799,-3.3885417483608404,B1855+09
57894.296748133005,3.3922211360771364,B1855+09
57894.29674810659,1.674018775993344,B1855+09
57894.296748142566,1.1012846559654133,B1855+09
57894.29674811677,3.8217717260980844,B1855+09
57894.29674815328,1.510380455985364,B1855+09
57894.296748128014,0.9171915459564355,B1855+09
57894.296748103035,-0.1873671140974309,B1855+09
57894.2967481404,1.4694708759833688,B1855+09
57894.296748115965,0.6103696959414726,B1855+09
57894.29674815383,-0.0032740040884531594,B1855+09
57894.29674812993,-0.6169177041183789,B1855+09
57894.296748106295,4.558144166133996,B1855+09
57894.29674814496,3.842226516099082,B1855+09
57894.29674812173,0.46718616593448997,B1855+09
57627.057095083466,2.246752895848679,B1855+09
57627.057095057,-3.3169499839952445,B1855+09
57627.057095093034,-0.24873148408131593,B1855+09
57627.05709506722,0.9581011258848292,B1855+09
57627.057095078475,-2.9283089740061468,B1855+09
57627.05709505353,-1.1487422440560684,B1855+09
57627.05709509094,2.9013061758303174,B1855+09
57627.057095066506,2.430846005843515,B1855+09
57627.05709510436,-0.801010814065823,B1855+09
57627.05709508045,-2.9283089740061468,B1855+09
57627.05709505676,-2.3555748540222132,B1855+09
57627.05709509545,-1.9464790540336898,B1855+09
57627.057095072254,-3.0101281340038515,B1855+09
57627.05709504948,8.730921325666781,B1855+09
56299.67030687325,-0.2487314839864082,B1855+09
56299.6703068468,-5.846951819818266,B1855+09
56299.67030688293,7.396246275382058,B1855+09
56299.67030685687,-14.06466369895213,B1855+09
56299.67030689358,-0.986382348059252,B1855+09
56299.67030686834,2.250588168114821,B1855+09
56299.67030684326,-8.385902627528264,B1855+09
56299.6703068807,-1.2484593448269,B1855+09
56299.67030685628,-0.32671537082946445,B1855+09
56299.670306894215,4.546638344674314,B1855+09
56299.67030687028,0.6806830362578853,B1855+09
56299.67030684641,-14.96339603420899,B1855+09
56299.67030688522,-2.0040081501424125,B1855+09
56299.670306862114,3.3116803989301773,B1855+09
56299.67030683926,7.631476360285704,B1855+09
56519.08157111665,5.166674166621204,B1855+09
56519.08157113757,3.213241722298163,B1855+09
56519.081571090006,3.571200547174113,B1855+09
56519.08157110552,4.803601644247027,B1855+09
57667.918888734064,3.4126759258560577,B1855+09
57667.918888707696,5.151333075827706,B1855+09
57667.91888874362,-0.47373417408056856,B1855+09
57667.91888871771,-8.94201723394248,B1855+09
57667.91888875429,-7.0397217639735,B1855+09
57667.918888729066,-4.176051164020197,B1855+09
57667.91888870415,-0.5350985440795679,B1855+09
57667.91888874148,-2.826035024042211,B1855+09
57667.91888871707,-1.4555640940645584,B1855+09
57667.918888754975,0.24218347590775735,B1855+09
57667.91888873102,-3.7260457840275345,B1855+09
57667.918888707376,-2.0282982140552193,B1855+09
57667.91888874607,0.24218347590775735,B1855+09
57667.91888872293,2.8808513858647298,B1855+09
57667.9188887,0.7330984358997522,B1855+09
56538.00901286311,1.310946252964533,B1855+09
56538.009012837,-1.4402230010970227,B1855+09
56538.009012873285,0.958101125584891,B1855+09
56538.00901284778,2.589370627528453,B1855+09
56538.00901288458,0.6308244856965275,B1855+09
56538.00901285966,3.545632059702265,B1855+09
56538.00901283491,1.0910572605395388,B1855+09
56538.009012872535,0.11945473587095962,B1855+09
56538.00901284836,0.9478737305883798,B1855+09
56538.009012886556,4.670645509318515,B1855+09
56538.00901286282,-1.1282874537034264,B1855+09
56538.00901283948,4.021205927040043,B1855+09
56538.009012878334,0.5336642332296696,B1855+09
56538.00901285542,-0.3305506439755402,B1855+09
58765.90990092753,0.2217286859780741,B1855+09
58765.90990090113,0.9581011261984844,B1855+09
58765.90990093718,4.680872907312781,B1855+09
58765.9099009113,0.18081910596582912,B1855+09
58765.90990094783,-2.355574854793362,B1855+09
58765.90990092262,2.55357474667604,B1855+09
58765.90990089771,6.194527367765846,B1855+09
58765.90990093505,4.639963327300536,B1855+09
58765.90990091058,-0.3919150142056011,B1855+09
58765.90990094849,3.4126759269331854,B1855+09
58765.9099009246,4.476325007251556,B1855+09
58765.909900900944,6.194527367765846,B1855+09
58765.909900939536,-0.8419203943402963,B1855+09
58765.90990091641,3.6990429870189003,B1855+09
58765.90990089343,-2.846489814940302,B1855+09
57649.96895849544,-3.419223934014895,B1855+09
57649.96895847933,5.785431565787514,B1855+09
57649.9689585158,-1.5578380440548523,B1855+09
57649.96895849059,1.3262873458832358,B1855+09
57649.968958465695,8.096822835737896,B1855+09
57649.968958502985,2.205843315864355,B1855+09
57649.96895847842,-10.251123793868238,B1855+09
57649.968958507554,3.760407355830984,B1855+09
57649.96895848433,-1.169197034063195,B1855+09
57538.27680078793,-3.2760404039127855,B1855+09
57538.276800761545,-1.087377874030039,B1855+09
57538.27680079752,-1.066923084031135,B1855+09
57538.27680077173,1.4081065058362698,B1855+09
57538.276800808235,-1.7419311539949727,B1855+09
57538.27680078298,-1.7419311539949727,B1855+09
57538.27680075799,-4.789694863831695,B1855+09
57538.27680079537,-0.8214656040442849,B1855+09
57538.27680077094,-2.437394013957715,B1855+09
57538.27680080883,0.5899149058801029,B1855+09
57538.27680078492,0.610369695879007,B1855+09
57538.27680076126,1.2853777658428447,B1855+09
57538.27680079983,-5.914708313771424,B1855+09
57538.27680077675,1.9808406258055864,B1855+09
57538.276800753854,3.208128025739837,B1855+09
59051.14873915401,0.7535532261990461,B1855+09
59051.14873912765,3.208128027135007,B1855+09
59051.14873916363,3.3717663471974046,B1855+09
59051.148739137774,-0.02372879409734159,B1855+09
59051.14873917439,4.353596267571789,B1855+09
59051.14873914908,0.5080957461054499,B1855+09
59051.14873912414,2.921760967025812,B1855+09
59051.148739161465,0.1399095259650558,B1855+09
59051.14873913701,-1.578292834690117,B1855+09
59051.148739174925,1.5308352464954338,B1855+09
59051.14873915106,5.1308782878681765,B1855+09
59051.1487391274,5.621793248055369,B1855+09
59051.14873916605,3.576314247275401,B1855+09
59051.14873914287,3.1672184471194074,B1855+09
56294.70050141195,-4.312842570440507,B1855+09
56294.70050138559,-1.7253116365041068,B1855+09
56294.700501421525,-6.055334992849257,B1855+09
