filename,trace_id,start_time,end_time,duration,sampling_rate,band_energy,baseline,energy_ratio,peak_freq,peak_value,ki_distance,band_kurtosis,band_skew,envelope_mean,envelope_std,envelope_max
TW.NA01.01.HJE.D.2024.093.MSEED,TW.NA01.01.HJE,2024-04-02T23:57:59.999300Z,2024-04-03T00:00:00.239300Z,120.24,200.0,54230045.754935,52286016.63668459,6.570863834514212,0.19127614453823444,111989448.64119604,3.9975138554617655,0.8711451760808786,1.370985910055581,16408.040628414677,29456.995854378896,161027.4979121069
